Номер;Рецепт
263;  листья шпината  нужно помыть  обсушить  и нарезать  средним размером   апельсин помыть  разрезать пополам и отжать сок   банан очистить от кожуры и нарезать на дольки    в блендер вливаю апельсиновый сок  добавляю листья шпината  порезанные бананы и вливаю воду   взбиваю сначала на маленькой скорости  постепенно скорость увеличиваю  и взбиваю  минуту   готовый смузи разливаю порционно по бокалам  украшая дольками апельсина  и подаю напиток к столу 
264;перетираем желтки  ванильный сахар и кофе до однородной массы добавляем сливки перемешиваем добавляем сгущенное молоко все хорошенько перемешиваем вливаем  водку перемешиваем ликер бейлис готов перед употребление ликер необходимо охладить готовый ликер хранить нужно в холодильнике 
265;молоко поставить кипятить  пока молоко закипает в отдельной тарелочке смешиваем какао с сахаром  как только молоко начинает закипать  зачерпываем один половник  и добавляем в тарелку с какао и сахаром и хорошенько перемешиваем далее в кипящее молоко выливаем нашу смесь и немного даем покипеть   минут какао готов приятного какаопития  
266;готовить в этот раз будем из красной смородины как уже упоминалось в описании  можно использовать замороженные ягоды если у вас свежие  то переберите их и вымойте если замороженные   разморозьте нам понадобится  г ягод их нужно чем нибудь размять и выложить в ёмкость  в которой вы будете настаивать напиток залить ягоды полулитром водки и оставить на неделю если готовите из чёрной смородины  периодически встряхивайте  чтобы она не слёживалась в твёрдый ком через неделю напиток практически готов остаётся процедить  ягоды можно тщательно отжать  чтобы в напиток попала вся их мякоть  а можно этого не делать  если вам не нравится можно оставить напиток в виде настойки  без сахара   но на наш вкус он жестковат и не так ароматен сахар раскрывает вкус и аромат ягоды   если вы в этом заинтересованы  то сварите сироп из  г сахара и стакана воды  смешайте сироп с настойкой  охладите полученный напиток  попробуйте  в следующий раз отрегулируйте количество сахара и воды на свой вкус и наслаждайтесь если готовить строго по рецепту  получается приблизительно литр напитка крепостью около  градусов 
267;нарезать апельсин и банан  фрукты отправить в блендер на пару минут  вот наш витаминный напиток и готов  кто любит сладкое может добавить сахар 
268;ароматный и вкусный  компотик из айвы и яблок  попробуйте именно такое сочетание сварите себе и своим деткам это куда лучше покупных соков нарезать яблоко и и айву  выложить в кастрюлю с водой  добавить сахар  варить минут   
269;подробный рецепт в видео внизу смесь специй   ст л  корица  ч л  имбирь   ч л мускатный орех   ч л  гвоздика   ч л душистый перец сварить крепкий кофе в молоко добавить сахар  пюре тыквы  ванильный сахар  специи и довести до кипения в стаканы налить кофе и горячее молоко с пряностями  я делаю это через сито  украсить взбитыми сливками и присыпать специями всем вкусного латте и до встречи в следующих видео 
270;здравствуйте  товарищи кулинары сегодня мы открываем ещё одну обширнейшую и нескончаемую тему  которую ранее не затрагивали   смузи     лично меня очень долго пугало это заморское слово  за ним для меня скрывалось что то дорогое  сложное  недоступное  модное  для элиты    пока я не присмотрелась повнимательнее и не приготовила    а приготовивши однажды  я уже не смогла остановиться    потому что смузи на самом деле   это напиток  состоящий из одних сплошных достоинств  до неприличия просто готовится  исключительно полезен  божественно вкусен  очень доступен  имеет бесчисленное количество вариаций приготовления  обладает нежнейшей консистенцией и очень сытный  поэтому эта рубрика отныне будет у нас постоянной  и начнём мы с простейшего и вкуснейшего варианта   сначала текстовый вариант  а сразу под ним видео рецепт   нам понадобится блендер  берём одно манго  очищаем от кожи  счищаем мякоть с косточки  нарезаем её не очень мелко и складываем в чашу блендера  туда же добавляем стакан клубники   можно свежей  можно замороженной  если клубника замороженная  то и смузи сразу получится ледяным  туда же добавляем две столовые ложки сахарной пудры или мёда  в этом пункте на самом деле нужно ориентироваться на свой вкус  изначально в рецепте значилась только одна столовая ложка подсластителя  но нам было несладко  поэтому мы увеличили дозу в два раза    добавляем чайную ложку ванилина и стакан кокосового молока  кокосовое молоко можно заменить любым другим  но будет  не то   осталось взбить до однородности и всё  можно вкушать напиток богов    а можно его заморозить и получить шикарное мороженое    если не используете мороженицу  то помешивайте каждый час 
271;здравствуйте  товарищи кулинары сегодня я хочу предложить вам вернуться в детство    в какое именно детство   русское  советское  детсадовское или школьное   решать вам самим  потому что в любом случае оно скорее всего будет связано с ним   с киселём     причём мною лично замечена интересная вещь  многие из тех  кто люто ненавидел кисель в детстве  начинают столь же люто обожать его в среднем возрасте    это  наверное  как с учителями в той же школе  в юности они нас сильно раздражают  а с возрастом мы начинаем питать к ним всё более нежные чувства  так я бишь о киселе    кто не в курсе  это супер напиток  вкусный  сытный  красивый  полезный вообще и для желудка в частности  так приготовимте же его не из химического концентрата  а из живых ягод   сначала текстовый вариант  а сразу под ним видео рецепт   процесс не сложнее  чем приготовление морса  который готовили все    готовить можно из красной или чёрной смородины   свежей или замороженной  если у вас замороженная   разморозьте  нам понадобится  грамм ягоды  превращаем ягоды в пюре с помощью блендера или как вам удобно  отделяем жмых от сока с помощью сита или марли   я для верности положила марлю в сито    жмых складываем в кастрюлю  заливаем литром холодной воды  ставим на огонь  доводим до кипения и кипятим   минуты   столовые ложки крахмала  любого  разводим в небольшом количестве воды  компот из жмыха надо процедить и вернуть на огонь  добавляем стакан сахара  если готовите из красной смородины  то можно добавить больше сахара  потому что ягода кислая  опытным путём ориентируйтесь на свой вкус  сахар немного перемешиваем и тонкой струйкой добавляем разведённый крахмал  доводим до кипения и варим  минуты до загустения  постоянно помешивая  снимаем с огня  добавляем отжатый сок  перемешиваем и готово  пить можно как в горячем  так и в холодном виде 
272;здравствуйте  товарищи кулинары сегодня у нас не основательное полноценное обеденное блюдо  а сущее баловство    горячий шоколад   напиток  всеми любимый  но  тем не менее  найти идеальный рецепт его приготовления не так уж и легко  мы нашли и с удовольствием делимся с вами находкой  а кроме того  если немного переборщить всего с одним ингредиентом  то горячий шоколад волшебным образом превращается в шикарный шоколадный пудинг    сначала текстовый вариант  а сразу под ним видео рецепт   берём поллитра молока  отливаем небольшую часть в небольшую ёмкость и смешиваем с одной столовой ложкой картофельного крахмала  без горки   остальное молоко выливаем в ёмкость  в которой будем готовить шоколад  у меня сковорода   добавляем одну столовую ложку сахара и стограммовую плитку чистого шоколада без начинок и добавок  любого  на ваш вкус   поломанную на кусочки  нагреваем на среднем огне до растворения шоколада  добавляем молоко с растворённым в нём крахмалом и продолжаем нагревать  помешивая  между помешиваниями делайте перерывы в несколько секунд  смесь на глазах начинает густеть и приобретать благородный цвет    не уваривайте слишком сильно  т к  в этом случае у вас получится очень вкусный пудинг  а не напиток    а также пудинг получится  если положить побольше крахмала 
273;корни хрена и имбиря очистить  натереть на крупной терке лимон вымыть  вытереть  снять цедру и выжать сок смешать хрен и имбирь с мёдом  добавить сок и цедру лимона  немного водки и хорошо перемешивать   минут переложить все в чистую стеклянную банку  влить оставшуюся водку  закрыть крышкой и взболтать поставить банку с настойкой в тёмное место и дать настояться   дня настойку процедить  слить снова в банку и дать отстояться  после чего аккуратно слить с осадка  можно настойку отфильтровать через специальную фильтровальную бумагу принимать для здоровья  не злоупотребляя алкоголем 
274;летом очень жарко и хочется много пить  предлагаю вам очень быстрый и полезный напитоклимон мелко нарезать лимон мята сахар хорошо перемешать и дать пару минут постоять  потом добавить воду еще раз перемешать хорошо и ваш напиток готов 
275;как правильно сварить какао без комочков варим какао по рецепту детского сада поставить на плиту молоко какао смешать с сахаром и залить горячей водой как только начнёт закипать молоко влить эту смесь как заново закипит готово всем вкусного какао  и до встречи на моём канале 
276;я готовлю молочные коктейли постоянно  детки мои их обожают  поэтому перепробовали разные добавки  вот такой  бананово апельсиновый  готовим чаще всего  попробуйте приготовление выжать сок из апельсина банан порезать смешать все ингредиенты  взбить как я готовлю этот коктейль  смотрите в моем коротеньком видео         
277;снять цедру с лимонов не задевая белую часть перетереть цедру с сахаром чтобы он окрасился от неё и стал жёлтым выдавить сок из лимонов всё смешать цедру с сахаром лимонный сок и кипячёную воду  комнатной темперетуры  и процедить через сито получается очень вкусный лимонад жёлтого цвета  а не просто мутная водичка  
278;сварить сироп  из расчета на  литр воды  кг сахара  потом остатки сиропа хорошо хранятся в холодильнике   лайм нарезать кусочками  мяту веточки порвать  сложить в ступку и хорошо перетереть  в высокий стакан переложить лайм и мяту  добавить сироп   мл добавить лед до конца стакана  и долить спрайт  аккуратно перемешать  коктейль готов второй вариант готовится точно также  единственно простой сироп заменить на клубничный приятного аппетита  более подробное приготовление можно увидеть в моем видео ниже 
279;смешать водку  растворимый кофе и полстакана сахара  сок одного лимона помешивая довести до кипения на маленьком огне   аккуратно  может загореться   не кипятить употреблять в охлажденном виде будет ещё лучше  если этот напиток постоит   дня 
280;быстрый квас  который готов к употреблению уже через  часов  не нужно возиться с хлебной закваской  вкус и аромат просто потрясает  он максимально приближен к бочковому  что и отличает его от многих других вариантов домашнего кваса  отлично подходит для окрошки смешать сахар  лимонную кислоту  цикорий  воду  довести до кипения и охладить  насыпать дрожжи оставить на  часа  охладить  квас готов подробности и детали приготовления вы можете посмотреть в моем коротеньком видео ниже приятного аппетита 
281;сахар или мед предварительно растворить в небольшом количестве воды  можно подогреть ее  но потом  когда сахар растворится  обязательно охладить  лимон и лайм тщательно помыть  срезать место  где плод крепится к ветке  разрезать на небольшие дольки  стараясь не выдавливать при этом сок  удалить косточки разбить блендером  сложить вместе с выделившимся соком в емкость  у меня  трехлитровая банка  грейпфрут очистить  разобрать на дольки тоже разбить блендером и отправить к остальным ингредиентам добавить сахар  перемешать  дать хорошенько настояться  часов   процедить  перелить в кувшин или другую удобную емкость  при подаче можно добавлять кубики льда и пусть вас не мучает жажда 
282;вымытые ягоды шпанки  вишни  выложить в чистую трёхлитровую банку  заполнить на    залить кипятком до краёв накрыть сверху крышкой и оставить для остывания на   часа как только вода в банке остынет  слить её в кастрюлю и закипятить в банку с ягодами всыпать  стакан сахара залить закипевшей ягодной водой до краёв накрыть стерильной крышкой и закатать банку перевернуть верх ногами  растворить сахар  который на дне и оставить в таком положении до полного остывания по этому рецепту так же можно консервировать на зиму компот из любых ягод 
283;слегка размороженную клубнику хорошо измельчить в блендере в трехлитровую банку отправляем пюре из клубники и водку  закрываем крышкой и ставим в тёмное место на  дней  когда водка с клубникой настоялись  нужно сварить сироп из воды и сахара сироп соединяем с настоянной водкой и хорошо все перемешиваем  разливаем по бутылкам и убираем в холодильник клубничный ликёр хранить в холодильнике на приготовление ликёра у вас уйдет не более  минут  если не брать в расчет время настаивания подробности в видео 
284;в качестве основы я взяла виноградный сок поставила его на огонь и нагрела примерно до  градусов доводить сок до кипения не нужно возьмем кардамон и измельчим его семена  предварительно удалив шкурку либо можно взять уже молотый кардамон добавим кардамон в сок положим в сок коричную палочку вы можете заменить ее молотой корицей теперь добавим пару звездочек бадьяна а также несколько бутонов гвоздики возьмем имбирь  очистим от шкурки и натрем на мелкой терке добавим маленькую щепотку мускатного ореха и пару столовых ложек изюма возьмем половину яблока  очистим от кожуры и натрем на мелкой терке добавим в сок несколько столовых ложек натертой цедры апельсина а также несколько столовых ложек натертой цедры грейпфрута и добавим щепотку ванилина оставим сок на  минут  чтобы дать возможность приправам пустить аромат для оформления глинтвейна я использовала кожуру яблока и апельсина  а также коричные палочки и звездочки бадьяна приятного аппетита 
285;предлагаю рецепт простого и очень вкусного молочного коктейля   апельсины очистить от кожуры и нарезать небольшими кусочками  апельсины сложить в стакан для блендера  добавить сахарную пудру  влить молоко и взбиваем     минуты  затем процедить и разлить по бокалам  украшаем по желанию приятного аппетита   
286;яйцо сварить вкрутую и остудить в чашу блендера выливаем кефир  добавляем порезанный сельдерей и зелень  взбиваем до однородности переливаем кефирную массу в стаканы  кладем половинку или кружочек яйца  украшаем и подаем  такой коктейль нужно пить сразу  чтобы ничего не осело 
287;банан почистить в чашу поместить снежок тм  чабан   банан  чернику  влить вишневый сироп все взбить в однородную массу  при помощи блендера или миксера перелить смузи в бокалы   сверху посыпать кокосовой стружкой  или миндальными лепестками  приятного аппетита 
288;сделать яблочный фреш зелень перебить блендером смешать с соком подробные детали приготовления в видео рецепте всем приятного аппетита и будьте здоровы 
289;халву разминаем  это лучше сделать вилкой  механические измельчители не подойдут  в халве высокое содержание жира и под действием  например  блендера она собьется в плотную массу молоко или сливки согреть  но не кипятить халву   молоко   мин  взбить в погружном блендере или флеш прессе сварить кофе любым удобным способом  эспрессо  в турке и т д сваренный в турке кофе лучше процедить налить в чашку и добавить халву с молоком по желанию можно добавить  корицу  ломтики шоколада  сироп я люблю без всего или только с корицей  так чище вкус такой кофе вкусен и в горячем  и в холодном виде вкусный насыщенный самодостаточный напиток это встреча брутального напитка с тонким ароматом востока    
290;  апельсин нарезаем крупными дольками   яблоко нарезаем вместе с кожурой на кусочки среднего размера   корень имбиря нарезаем кружочками   в кастрюлю выливаем вино   затем добавляем апельсин  яблоко  и корень имбиря   выливаем апельсиновый сок   высыпаем сушеные листики мелиссы   добавляем специю   сушеную гвоздику   добавляем целую палочку корицы  измельчать ее не нужно   затем добавляем бадьян   ставим кастрюлю на медленный огонь  и нагреваем вино до  градусов  то есть когда на поверхности жидкости начинают появляться мелкие белые пузырьки  глинтвейн ни в коем случае нельзя кипятить  иначе он потеряет свои ценные свойства   выключаем огонь  накрываем крышкой и даём время настояться примерно  минут   напиток процеживаем через сито   добавляем мёд  тщательно перемешиваем и сразу разливаем глинтвейн по стаканам   готовый глинтвейн подается обязательно горячим   именно в этом и заключается прелесть данного напитка   украшаем дольками сушеного апельсина или звездочками бадьяна и палочкой корицы обычно его употребляют вместе с дольками яблок  апельсинов  виноградом  а также с глинтвейном хорошо гармонируют не слишком сладкая выпечка 
291;в сотейник насыпать приправу и залить водой довести до кипения и кипятить  минутувсыпать черный чай  довести до кипения и кипятить еще минуту влить молоко  всыпать сахар и положить лавровый лист довести до кипения  кипятить  минуту процедить и наслаждаться   
292;хочу предложить вам приготовить шоколадный напиток с легким цитрусовым ароматом  который имеет незабываемый вкус  придает много энергии и сил  при этом его можно легко приготовить в домашних условиях   в сотейник выливаем молоко   затем добавляем поломанный на кусочки шоколад   высыпаем кофе и мускатный орех   добавляем цедру апельсина   ставим на малый огонь  помешиваем до тех пор  пока шоколад не растает   затем увеличиваем огонь и доводим до кипения   снимаем с огня и взбиваем венчиком до появления пены   возвращаем на огонь и вновь доводим до кипения   снимаем с огня и еще раз взбиваем до пены   вынимаем апельсиновую цедру   готовый напиток разливаем по кружкам более подробную информацию по приготовлению шоколадного напитка  смотрите в видео   рецепте чуть ниже желаю вам приятного аппетита 
293;очистить цедру лимона  смешать с водкой настаивать   дней сварить сахарный сироп смешать с настойкой подробные детали приготовления смотрите в видео рецепте с наступающим новым годом и рождеством 
294;с наступлением зимы есть подходящий повод вспомнить про замороженные ягоды  заботливо припасенные с лета  предлагаю приготовить один из самых древних русских напитков  вкусный  освежающий и очень полезный  домашний ягодный морс   первым делом размораживаем все ягоды при комнатной температуре   в глубокой посуде соединяем размороженные ягоды  черную смородину  ежевику  клубнику  красную смородину   пробиваем погружным блендером в пюре   готовое ягодное пюре перетираем через сито  чтобы удалить семечки  жмых сохраняем   в кастрюлю перекладываем выжимки  заливаем водой   добавляем сахар по вкусу   перемешиваем получившуюся смесь венчиком либо ложкой   ставим кастрюлю на средний огонь  доводим до кипения  варим на слабом огне не более  минут с момента закипания  снимаем с огня и накрываем крышкой  охлаждаем до тёплого состояния   готовый напиток процеживаем через сито   к нему добавляем ранее приготовленный ягодный сок  хорошо перемешиваем   готовый морс разливаем по бокалам   украшаем бокалы с морсом коктейльными трубочками и листиками свежей мяты  а также фруктовыми мармеладками и угощаем гостей   морс подается к столу в тёплом или охлажденном виде 
295;сварить кофе  в сотейник добавить вино  кофе  специи и пряности  апельсин и поставить на огонь  довести глинтвейн до  градусов  как определить готовность и правильно сварить глинтвейн  смотрите в видео рецепте на этой страничке  с наступающими праздниками вас 
296;самый простой и быстрый рецепт приготовления вкуснейшего домашнего кваса из ржаного хлеба и изюма  очень вкусный натуральный освежающий квас 
297;лимонад в домашних условиях   это не только просто  но и очень вкусно и полезно готовим дома натуральный полезный лимонад из лимона  мяты и лайма это самый вкусный проверенный рецепт попробуйте и вы 
298;готовим дома вкусный освежающий напиток   домашний арбузный лимонад  полностью натуральный  полезный и вкусный лимонад в домашних условиях  обязательно попробуйте этот вкуснейший летний напиток
299;сейчас уже  конечно  не жарко  но захотелось вспомнить лето  вчера я снова приготовила наш любимый лимонад  очень вкусное сочетание фиолетового базилика и лимона  посмотрите на видео  как напиток меняет цвет от темно фиолетового до светло розового  красиво  ярко  ароматно и очень вкусно базилик помыть и сложить в кувшин  залить кипятком  дать постоять минут   вода окрасится в темно фиолетовый цвет выдавить сок из лимона  процедить и вылить в кувшин  я никогда не использую в этом рецепте лимонную кислоту   только лимон сразу добавить сахар и перемешать  напиток станет ярко розового цвета смотрите видео  всего минутка    там видно  как меняется цвет остудить  готово 
300;супер витаминная бомба   зеленое смузи   это не только очень полезно  но и невероятно вкусно  если вы придерживаетесь здоровому образу жизни  занимаетесь спортом или просто хотите поднять иммунитет  то этот зеленый коктейль именно для вас  он обогащен витаминами  минералами  клетчаткой и отличается малой калорийностью  такие коктейли приносят много пользы  повышение энергии  улучшение метаболизма  обмен веществ   улучшение настроения  красивый цвет лица  повышение иммунитета  поднятие гемоглобина  улучшение роста волос и ногтей  снижение веса  очищение организма и много много других положительных качеств  зеленый смузи  чрезвычайно полезный напиток  поэтому обязательно попробуйте его приготовить в домашних условиях  к тому же готовится он очень легко и быстро  очищаемся зелёными коктейлями  смотрите приготовление смузи в видео рецепте 
301;подготовить ингредиенты для морса из черной смородины с корицей  смородину тщательно промыть как приготовить морс из черной смородины с корицей в кипящую воду высыпать черную смородину  довести до кипения  варить  минут снять с огня  остудить до температуры  градусов всыпать сахар  перемешать добавить корицу и сок лимона процедить через сито  остудить в холодильнике морс из черной смородины с корицей готов  подавать  украсив мятой более подробную пошаговую инструкцию по приготовлению смотрите в видео рецепте на этой страничке всем приятного аппетита 
302;предлагаю вашему вниманию вкусный и полезный завтрак клубнично банановый смузи этот смузи отличное начало каждого дня клубнично банановй смузи придаст вашему организму энергию бодрость и кучу витаминов  будьте здоровы    
303;сначала приготовим закваску  груши разрезать пополам  вынуть сердцевину  вырезать плодоножку  груши мелко порезать или натереть на крупной терке уложить в литровую или  на всякий случай  в полуторалитровую банку добавить сахар и дрожжи  налить литр воды комнатной температуры  накрыть салфеткой или бумажным полотенцем  поставить в теплое место на три дня  вы увидите  как закваска начнет бродить через три дня закваску перелить в трехлитровую банку  долить водой комнатной температуры до плечиков банки  оставить еще на три дня  для цвета и вкуса я добавил еще горсть ягод жимолости в процессе приготовления квас будет не только бродить  изменится цвет  он станет прозрачней   и то  что служило закваской  всплывет  если не всплывет  квас не получится точно  значит  брожения настоящего нет через три дня квас процедить  перелить в пластиковые бутылки  куда предварительно положить изюм  по  шт  в бутылку оставить еще на сутки уже в прохладном месте через сутки грушевый квас готов  вкус зависит от качества груш и вашего старания и пусть вас не мучает жажда 
304;подготавливаем для коктейля  мохито  много льда  кухонный комбайн или блендер  лайм  свежую мяту и газированную воду лёд измельчаем в блендере на дно стакана помещаем мяту и дольки лайма  давим ступкой или ложкой заполняем стакан краш льдом заливаем водой украшаем долькой лайма и мятой коктейль  мохито  подаем сразу после приготовления 
305;для начала нам нужно сделать из дыни стакан  в который поместим готовый смузи  для этого нужно обрезать низ дыни  чтобы она могла стоять как стакан  а также верх   дыни удалить  затем вырезать всю внутренность дыни  мякоть поместить в чашу для блендера  а косточки удалить  блендером перебить всю мякоть дыни  залить в середину дыни  далее измельчить также в блендере все фрукты  перелить к фрешу из дыни и полезный смузи готов  подавать с трубочкой  всем приятного аппетита 
306;груши  клубнику  абрикосы  персики  яблоки  виноград  сливу крупную делаю по одной схеме  делаю в сиропе с добавлением лимонного сока свежевыжатого и всегда в небольших банках   и   л  яблоки иногда в банках  л  фруктов кладу много  особенно абрикосов и персиков  банки мою и стерилизую в свч   минут  налив в них по   части воды  крышки кипячу  сегодня я делала груши садовые  помыла  разрезала пополам и удалила серединки  разложила по банкам  положила сахар по  г на банку  мл  и залила кипятком  встряхнула  чтобы сахар разошёлся   слила кипяток в кастрюлю и довела до кипения  отжала из лимонов сок и налила в закипающий сироп   разлила сироп по банкам и закрыла   перевернула и накрыла одеялом  оставила остывать 
307;  вскипятить банки и крышки  сливу насыпать в банку  добавить сахар  залить кипятком  дать отстояться  минут  слить воду из банки и снова вскипятить  залить сливу сиропом и закатать
308;клубнику перебрать  удаляя плодоножки  листочки и прочий мусор  мяту хорошо промыть  воду стряхнуть в подготовленные стерильные банки положить клубнику и мяту  залить до самого горлышка кипящей водой  прикрыть стерильными крышками и оставить на   минут аккуратно слить воду с соком из банок в кастрюлю и снова довести до кипения в банки добавить мелкий коричневый сахар  залить кипящей водой и герметично закрыть стерильными крышками  банки перевернуть вверх дном  укутать и оставить до полного остывания  готовый компот хранить в сухом темном месте при употреблении компот при необходимости разбавить холодной кипяченой водой или добавить лёд 
