Номер;Рецепт
392;ингредиенты  помыть абрикосы  осушить  вынуть косточки  вынуть ядра        и измельчить  на абрикосы в банке        добавить ядра         сахар         корицу и гвоздику  залить водкой  закрыть крышкой  оставить в темное место  открыть через месяц  сито и фильтр  профильтровать          раза  залить в бутылку  
393;казалось бы отличный способ избавиться от старого несъеденного варенья  не выкидывая его понапрасну в мусор  тем не менее  не каждое варенье подойдет для приготовления этого напитка   необходимо брать варенье без плесени или уксусного скисания варенье переложить в подходящую закрывающуюся емкость для настаивания залить варенье водкой  хорошо перемешать до однородности плотно закрытую емкость поставить на  дней на солнце  каждый день необходимо встряхнуть настой после и дней на солнце  емкость перенести в темное место на  дня  не тревожить все это время после чего наливку необходимо профильтровать через марлю  а потом через вату хранить в герметичных бутылках  в темном месте наслаждайтесь  
394;  банку хорошо моем с содой  затем споласкиваем кипятком и выкладываем в нее изюм  изюм мыть не нужно   на его поверхности должны сохраниться дрожжи  а мытье их смоет  насыпаем сахар    столовые ложки  и наливаем стакан воды  все хорошенько перемешиваем и убираем в темноту на   дней  температура при этом должна быть комнатной  банку не забываем накрыть марлей  сложенной в несколько раз  за указанное время закваска приготовится  появится кисловатый запах и пена    перебираем чернослив  убирая плохие сухофрукты  после хорошенько промываем чернослив под проточной водой  если в черносливе есть косточки  нужно их убрать   ставим большую кастрюлю на сильный огонь  наливаем в нее воду   литра   когда вода закипит  бросаем в нее чернослив  а нагрев отключаем  с плиты кастрюлю вместе с ее содержимым снимаем  закрываем кастрюлю плотно и даем черносливу настояться в течение часа  когда пройдет время  процеживаем настой через несколько слоев марли или через мелкое ситечко  переливаем жидкость в большую эмалированную или стеклянную емкость   чернослив пропускаем через мясорубку  после чего добавляем в жидкость из пункта   доливаем также еще  литр воды  все перемешиваем   добавляем в емкость с будущим вином изюмную закваску  переносим емкость в темное и теплое место на  дней  емкость закрываем от насекомых  несколько раз в день перемешиваем будущее вино деревянной ложкой или лопаткой   через указанное количество дней процеживаем вино через марлю  сложенную в несколько раз  жмых отжимаем   добавляем в емкость с вином сахарный песок  перемешиваем и устанавливаем гидрозатвор  убираем емкость в темное место и оставляем при комнатной температуре до окончания процесса брожения  пузырьки не появляются на поверхности  цвет вина стал более светлый  а на дно емкости выпал осадок   процесс занимает    месяца   сливаем вино с осадка  разливаем по бутылкам  герметично закрываем  убираем бутылки с молодым вином в погреб на полгода дозревать  каждый месяц сливаем вино с осадка  готовый напиток храним не более  лет  
395;с сахаром и солью взбить желтки  влить в них поллитра молока и поставить на медленный огонь минут на   важно не доводить массу до закипания и постоянно помешивать венчиком  яичная масса увеличится в объеме и побелеет убрать с огня  нагреть оставшееся молоко и сливки с мускатным орехом  соединить обе массы  заправить ванильным сахаром  по желанию  охладить перед подачей в холодильнике  лучше на ночь  подавать эгг ног охлажденным  
396;для приготовления изюмовки на самогоне потребуется качественный домашний самогон  без сивушного запаха  хорошо отфильтрованный  двойной  а лучше тройной перегонки  идеально  если он будет родственным  то есть приготовленным так же на изюме  плюс потребуется  изюм без косточек  молотый острый перец  цедра апельсина  палочка корицы  бутон гвоздики душистой и стручок ванили  итак  изюм сорта  киш миш  стоит перебрать от мусора и веточек и тщательно  промыть под проточной водой  отбросить на дуршлаг и дать воде стечь  добавить изюм в бутыль с самогоном  с апельсина снять цедру  стараясь не задеть горькую белую часть  иначе напиток будет неприятно горчить   поперчить настойку по вкусу  но главное   не переборщить с перцем  добавить гвоздику и палочку корицы  от стручка ванили отломить буквально три сантиметра и вместе с семенами добавить в бутыль  настойку выдержать в темном месте в течение недели  периодически перемешивая содержимое взбалтыванием  затем профильтровать любым удобным способом  
397;приготовить этот традиционный напиток не сложно и ингредиенты нужны самые простые  всего лишь   приложить небольшие усилия  набраться терпения и получаем результат   напиток для настоящих мужчин  с приятным хлебным вкусом  итак  вот как готовить бородинскую настойку  первым делом занимаемся перловой крупой  которую тщательно перебираем  а затем моем  обсушиваем при помощи чистого и сухого полотенца  а после высыпаем на сухую сковороду  ставим ее на средний огонь  обжариваем перловку до легкой золотистости  после высыпаем крупу со сковороды на плоскую тарелку и оставляем остывать в емкость  в которой будет настаиваться напиток  высыпаем зернышки кориандра и тмин  туда же отправляем остывшую перловую крупу  теперь заливаем все самогоном  а самогон должен быть очень качественным  без неприятного запаха или привкуса  и перемешиваем  закрываем емкость герметично и ставим ее в темное место  температура   градуса   оставляем будущий напиток на  недели  при этом каждые три дня настойку нужно взболтнуть когда пройдет указанное время  настойка приобретет характерный хлебный аромат  а цвет ее станет слегка золотистым  кстати  считается  что свое название настойка получила из за схожести аромата с запахом бородинского хлеба следующим этапом идет фильтрование настойки  делаем это через четыре слоя марли  добавляем в напиток сахар  или мед   перемешиваем до полного растворения  пробуем на вкус  при желании можно добавить больше сахарного песка  меда  переливаем настойку в красивые бутылки  закрываем герметично крышками и убираем в погреб  холодильник  на  дня  когда пройдет это время  напиток будет готов к употреблению хранить готовую настойку нужно в условиях погреба в течение  лет  но  как правило  заканчивается она всегда немного быстрее веселых дружеских встреч  
398;а теперь рецепт приготовления чая из артишоков  который ничем не отличается от приготовления любого другого травяного настоя  сухие листья артишоков заливают водой и настаивают около четверти часа  отфильтрованный чай принимают дважды в сутки за полчаса до приема пищи   чтобы убрать горечь самого растения можно добавить немного меда  важно помнить  что любое лечебное средство начинают принимать только после предварительной консультации со специалистом  вашим лечащим врачом  
399;подготовить продукты  водку для любых настоек всегда брать качественную  ведь зачастую настойку используют в лечебных целях  для наилучшего вкусового наполнения настойки ягоды рябины рекомендуют собирать после первых заморозков  тогда плоды становятся мягче и немного слаще  ягоды рябины снять с гребней  перебрать  убрав подпорченную и недозрелую  хорошо промыть под прохладной проточной водой  дать воде стечь и обсушить на полотенце  затем я перекладываю их в лоток и отправляю в морозильник на сутки  это в том случае  когда рябину сорвали до морозов  заморозка разрыхляет структуру плодов  сок отделяется значительно лучше  именно поэтому перед приготовлением любых настоек ягоды следует подмораживать  ягоды не размораживая обмыть прохладной водой в дуршлаге  дать стечь воде  затем рябину потолочь  но не сильно  чтобы ягоды оставались целыми  недостаток измельчения ягод в том  что готовая настойка получается очень мутной и требует нескольких этапов фильтрации  а так ягода хорошо отдаст сок  но напиток получится более прозрачным  потолочь можно сразу в банке  но мне удобнее в широкой ёмкости  заодно ещё раз проверяю качество ягод  затем перекладываю  приготовить сироп    в кипящую воду всыпать сахар  непрерывно помешивая дать покипеть     минуты  горячим сиропом залить рябину в банке и дать полностью остыть не накрывая крышкой  в остывший сироп с ягодой влить водку  перемешать  плотно закрыть крышкой и убрать настаиваться в тёмное место комнатной температуры на три недели  через     дня не забывать банку встряхивать  через  день настойку профильтровать через несколько слоёв марли  перелить в бутылку и убрать в холодильник минимум на     недели для стабилизации вкуса  чем дольше будет стоять рябиновый напиток  тем богаче будет становиться его вкус и аромат  потом можно пить как алкогольный напиток  добавлять в чай  применять для профилактики простудных заболеваний  при общей слабости организма  
400;приготовим ингредиенты по списку  клюква очень полезная ягода  она содержит в себе огромное количество полезных веществ и микроэлементов  из клюквы варят варенье  джем  компот и даже кисель  ягоды можно использовать свежие или замороженные  чтобы при разморозке ягод в них сохранилось максимум витаминов  замороженные ягоды обдаем горячей водой и переходим к их измельчению  после чего растираем их в пюре толчком или пробиваем блендером  ягодную массу заливаем горячей водой  ставим на огонь  доводим смесь до кипения  добавляем сахар  перемешиваем и провариваем клюкву около  минут  в стакане с кипяченной теплой водой растворяем крахмал  вливаем смесь с посуду с основной массой  прогреваем  постоянно помешивая ложкой  до кипения смесь не доводим  выключаем огонь  кисель готов  такой напиток можно подать к столу с булочками  печеньем или иной выпечкой  приятного аппетита  
401;этот рецепт подойдет всем  кто следит за своей фигурой и старается употреблять в пищу только правильную и полезную еду  такой сытный и питательный смузи   отличная альтернатива обычной овсяной каше  которую многие привыкли есть на завтрак  готовить его очень просто и легко  для этого понадобится лишь блендер  чтобы взбить все продукты в единую массу для того  чтобы овсяные хлопья не были твердыми и не сильно выбивались из однородной консистенции жидкого напитка  их лучше всего замочить на некоторое время  необходимо поместить нужное количество хлопьев в чашку и залить их в половине порции кефира минимум на час  можно и больше   если смузи планируется приготовить в качестве быстрого завтрака  то можно еще с вечера залить овсянку кефиром и поставить в холодильник далее необходимо подготовить все остальные продукты   фрукты промыть  просушить и снять с них шкурку  банан  лучше всего подойдет спелый и мягкий  поломать на кусочки среднего размера и бросить в емкость блендера  а яблоко  выбирайте сорт по своему вкусу  нарезать острым ножом мелко на кубики добавить к фруктам оставшуюся порцию кефира и немного кленового сиропа для сладости  по желанию   кефир для смузи подойдет любой жирности  в зависимости от этого смузи будет разной консистенции   более жидким или густым после того как в блендер добавлены фрукты  кефир и сироп  необходимо включить прибор и на минимальной скорости взбить все продукты между собой  должна получится однородная жидкая масса с вкраплениями мелких кусочков яблок после этого добавить в блендер предварительно замоченные в кефире овсяные хлопья и снова взбить  постепенно наращивая скорость  овсянку при этом необязательно сильно перебивать  клетчатка в ней очень полезна для нашего организма вот и все  вкусный и полезный завтрак готов  осталось украсить его на свой вкус  по желанию   например  какао  корицей  семенами или измельченными орешками приятного аппетита  
402;подготавливаем все ингредиенты  моем киви  банан и размораживаем заранее шпинат  хотя если у вас мощный блендер  можно и замороженный использовать  если вы используете свежий шпинат  то промойте его хорошенько прод проточной водой  чистим банан и киви от шкурок  режем банан и киви на кусочки  банан можно просто поломать на несколько кусочков  а киви бросать целиком  если оно маленькое  банан лучше использовать совсем спелый или слегка переспелый  так он будет максимально полезным и сладким  кладем все ингредиенты в блендер  если вы любите более жидкий смузи  тогда можно добавить немного яблочного сока  лучше свежевыжатого   т к  при добавлении воды  полезные свойства шпината теряются  и тщательно блендерим  вот что у нас получается  теперь можно разливать по стаканам  украсить по желанию и употреблять через трубочку  
403;для сока понадобятся спелые помидоры  сахар и соль  помидоры хорошо промыть в проточной воде  удалить плодоножку и порезать на кусочки  чтобы удобно было ложить в соковыжималку  все помидоры должны быть целыми не мятыми  без трещин и уж тем более без гнили  все помидоры пропускаем через соковыжималку  заранее нужно приготовить банки и крышки для закатки сока на зиму  крышки достаточно минут  прокипятить в воде  баллоны хорошо промыть  многие хозяйки пользуются моющим средством  но это все таки химическое средство  я всегда пользуюсь пищевой содой  хорошо прополоскать и подержать несколько минут над паром  идеальным вариантом было бы пропечь на солнце или в духовке  баночки должны быть стерильными и сухими  чтобы в последствии не образовался конденсат  во избежание образования в соке плесени   налить сок в кастрюлю  но не до краев  примерно   трети размера емкости  при закипании сок мгновенно вспенивается и может убежать  сок часто перемешивать из подо дна  в противном случае может пригореть  когда начнет закипать  сбавить огонь постоянно  перемешивать пока не спадет пена  будьте внимательны  если сок будете готовить первый раз  огонь поставьте на минимум  потому  что даже при перемешивании  можете не удержать пену  когда пена начнет убывать  добавьте в сахарный песок и по вкусу соль  пусть все покипит минут   пена почти вся исчезнет  на  л сока идет примерно  ст  л  сахара и около  ст  л  соли  баллон поставить на тарелочку и частями вливать сок  чтобы банка не лопнула  банку с соком укупорить крышкой  поставить на коврик донышком вверх и укутать пледом  оставить пока полностью не остынет  готовый сок можно остудить и угощать родных и друзей  приятного аппетита  
404;чтобы приготовленный дома напиток напоминал по виду настоящую колу  нужно сделать вот что     в небольшую кастрюльку налейте  ст  л  воды     добавьте  ст  л  сахара    поставьте кастрюлю на плиту и на слабом огне подогревайте  не забывая постоянно помешивать    когда разойдутся все комки  сахар начнет плавиться и приобретет темно коричневый цвет  влейте  стакан горячей воды    прибавьте огонь и покипятите содержимое кастрюли в течение полминуты   с помощью полученной карамели мы и окрасим будущий напиток  теперь можно переходить непосредственно к нему  итак  порядок действий будет таким     апельсины  лимон и лайм хорошенько помойте и аккуратно снимите с них цедру с помощью мелкой терки     фрукты почистите и выжмите из них сок     в кастрюлю подходящего размера налейте воды   литр   положите цедру  сахар  кориандр  корицу и мускатный орех  все хорошо перемешайте     доведите смесь до кипения  после чего варите еще в течение  минуты     снимите кастрюлю с огня и добавьте в ее содержимое отжатые соки  экстракт ванили и карамель  приготовленную для окрашивания      ст  л  натурального кофе залейте  мл  кипятка и дайте жидкости настояться в течение  минут  процедите и залейте кофе в сироп     подождите пока сироп остынет и уберите его в холодильник на ночь  на следующий день процедите   домашняя кола готова  половина стакана заливается сиропом  потом он доверху доливается газировкой  перед подачей на стол можно добавить лед  кстати  если вы не употребляете кофе  его можно не класть  приятного аппетита  
405;  сахар разведите кипятком и остудите    траву зубровку измельчите  нужна одна приличная веточка    в водку добавьте траву и сироп  перемешайте  оставьте на  недели в теплом темном месте    процедите  готово  приятного  п с  минздрав предупреждает и т д  
406;тщательно промываем яблоки и груши  просушиваем их  очищаем и нарезаем небольшими ломтиками или кубиками  кипятим воду  выкладываем яблоки  груши и ягоды в кастрюлю  добавляем сахар и тщательно размешиваем  варим   минут на слабом огне  потом выключаем  разливаем по стерилизованным банкам и закатываем  
407;  помойте и почистите яблоки от кожуры  разрежьте их на четвертинки  удалите семенные коробочки  плодоножки    положите яблочные четвертинки в кастрюлю  залейте небольшим количеством воды  поставьте кастрюлю на слабый огонь  тушите яблоки   минут  пока они не станут мягкими     в отдельной кастрюле доведите до кипения молоко  через сито просейте в него манную крупу  непрерывно мешая    добавьте обычный и ванильный сахар  перемешайте до полного растворения кристаллов    блендером взбейте яблоки  соедините их с манкой  снова взбейте    полученную массу разложите по креманкам  поставьте в холодильник на час   манный кисель готов   приятного аппетита и крепкого здоровья  
408;пожалуй самым необычным кулинарным рецептом такого напитка как квас является банановый квас  делаю я его не очень часто  но он всегда идёт  на ура  во время детских праздников под самую разнообразную еду  сейчас я поделюсь с вами способом его приготовления  итак  начинаем мы с того  что берём  килограмма очень мягких  перезревших бананов  очищаем их  нарезаем некрупными кусочками  теперь подогреваем  литров воды  затем снимаем её с огня и растворяем в воде   грамм дрожжей  после этого всыпаем наши подготовленные бананы в дрожжевую воду  накрываем ёмкость и убираем в тёплое  тёмное место на одни стуки  по прошествии этого времени открываем ёмкость  снимаем при желании пенку с поверхности кваса  аккуратно сцеживаем жидкость в чистые бутылки или банки  лучше процедуру процеживания повторить пару тройку раз  после этого хорошо закупориваем наши ёмкости  чтобы напиток не пропал и убираем в холодное место примерно на   дня  когда это время пройдёт  банановый квас можно употреблять  приятного вам аппетита  
409;подготовьте все необходимые продукты  вино берите качественное  от надежного производителя  вино подойдет любое от сухого до полусладкого  лимон и апельсин должны быть свежими  помимо этих фруктов вы можете взять еще какие то фрукты  отлично подойдут яблоки и груши   специи я беру не молотые  просто сушеные целиковые    они гораздо ароматнее  в принципе  можно взять и молотые специи  но тогда готовый напиток надо будет процедить через мелкое сито  в кастрюльку для приготовления глинтвейна влейте вино и добавьте специи  целые или молотые  специи также могут быть абсолютно разные  если вы любитель более пряных напитков можете заменить или дополнить предложенные мной  отлично подойдут для глинтвейна ваниль или ванильный сахар  имбирь  молотый или корень   мускатный орех  гвоздика   также может быть бутоном или молотая   ориентируйтесь на свой вкус  по своему вкусу добавьте сахар  не переборите с сахаром  обращайте внимание и на то  какое у вас вино  если вино полусладкое  то сахара понадобится меньше или вовсе не понадобится  если сухое  то сладости можно побольше  хотя  на мой вкус  даже для сухого вина можно обойтись без сахара  лимон и апельсин хорошо помойте  лучше всего даже с помощью щетки  т к  использовать их мы будем вместе с кожурой  также я советую мыть фрукты очень горячей водой    тогда цитрусовые отдадут напитку больше сока   лимон нарежьте полукружками  апельсин также нарежьте полукружками  добавьте нарезанные фрукты в кастрюльку к вину  аккуратно нагревайте на небольшом огне  как только будут появляться первые пузырьки  снимите глинтвейн с огна  накройте крышкой и дайте настояться и немного остыть минут   затем процедите готовый напиток  можно воспользоваться дуршлагом или же  если у вас были молотые специи  процедите через мелкое сито или через марлю  глинтвейн   конечно зимний напиток  прекрасно согревающий в холодную погоду  особенно на природе  но он очень вкусен и в горячем  и в холодном виде   приятного аппетита  
410;для этого блюда готовим все нужные нам ингредиенты и далее будем разбираться с тем  как сварить тыквенный компот на зиму  тыква бывает разных сортов  выбирайте сладкую и сочную  очищаем тыкву от кожуры и от семян  волокнистой части на ней также не должно быть  теперь нарезаем ее небольшими аккуратными кубиками  укладываем кубики в удобную глубокую посуду и засыпаем сахаром  вливаем воду  стараемся использовать такую миску или кастрюлю  в которой вода будет лишь слегка покрывать нарезанную тыкву  ставим тыкву на плиту на средний огонь  даем нагреться и вливаем уксус  уксус нужен для того  чтобы кусочки тыквы оставались целыми и красивыми  еще один момент  уксус должен быть крепким  варим наш компот до полной готовности  на это уйдет около двадцати минут  когда тыква сварится  снимаем кастрюлю с огня и даем ей остыть  прежде чем пробовать такой компот  его нужно охладить  имейте в виду  
411;готовить морс из замороженных ягод можно различными способами  главное   не кипятить  да и вообще не нагревать сильно  потому что при этом морс потеряет огромное количество полезных веществ  а учитывая  что добавлять мы в морс будем мед  он также не принесет пользы  так как нагревать мед нельзя  тем же  у кого на мед аллергия  рекомендуется заменить его на сахар итак  замороженные лесные ягоды пересыпаем в миску подходящего размера и оставляем на полчаса час  чтобы они немного разморозились  предварительно ягоды можно сполоснуть чистой водой  если они не собранные лично  на них есть лесной сор или же наморозился лед  когда ягоды подтают  перекладываем их в чашу блендера и измельчаем в пюре в большой кастрюле немного подогреваем воду  до   градусов   разводим в ней мед  мед лучше всего брать жидкий   его будет легче развести  но подойдет любой  пробуем на вкус и добавляем еще мед при необходимости  если предполагается использовать сахар  воду можно будет довести до кипения  чтобы сахарные кристаллы лучше растворились теперь примерно третью воды заливаем брусничное пюре  хорошо перемешиваем  после смесь процеживаем через мелкое сито  шкурки ягоды отжимаем  затем их выкидываем  а процеженную жидкость переливаем в кастрюлю с медовой водой  размешиваем морс готов  его уже можно пробовать  переливаем морс в кувшин  ставим в холод  хранится такой морс в холодильнике может довольно долго  но лучше выпить его свежим крепкого здоровья  
412;мандарины тщательно моем  вытираем салфеткой  очищает от кожуры  она нам еще понадобится  мандарины делим на дольки  убираем белые прожилки  цедру также хорошо очищаем от прожилок  режем небольшими полосками  яблоки очищаем от кожицы и нарезаем крупными кубиками  в кипящую воду закладываем вначале цедру  затем яблоки в самом конце мандарины  варим примерно  мин  до мягкости яблок  добавляем сахар  можно по желанию положить немного мяты  компот из мандарин остужаем и подаем с дольками фруктов или без них   как вашей душе угодно  
413;подготовить ингредиенты  чтобы приготовить горячий шоколад по итальянски  нам понадобится  молоко  плитка горького шоколада  сахар  картофельный крахмал  щепотка молотой крицы  щепотка ванилина  щепотка соли  шоколад поломать на небольшие кусочки и сложить в сотейник с толстым дном  к шоколаду влить немного молока и растопить на медленном огне  постоянно помешивая  должна получиться однородная масса  в оставшемся молоке развести крахмал  перемешивать нужно тщательно  чтобы от крахмала не осталось никаких комочков  иначе в готовом шоколаде от них уже не избавиться  чтобы смесь получилась однородной наверняка  лучше процедить ее через мелкое сито  тонкой струйкой  постоянно помешивая  влить молоко с крахмалом в шоколад  мешать нужно достаточно быстро  чтобы не появилось комочков  перемешивать смесь до полного соединения двух видов молока  добавить в сотейник сахар  ванилин  молотую корицу и соль   постоянно помешивая  варить шоколад на медленном огне пока он не начнет густеть  готовый шоколад разлить по чашкам и подать к столу   приятного аппетита  
414;приготовим ингредиенты для компота из терна  кроме ягод терновника для приготовления компота нужны сахар  чистая фильтрованная вода и лимонная кислота  ягоды должны быть хорошо спелыми  чтобы напиток получился ароматным  ярким и вкусным  терн хорошо промываем под проточной водой  перебираем ягоды  убираем гнилые ягодки  мусор и хвостики  откидываем терн на дуршлаг  чтобы вода хорошо стекла  заранее нужно подготовить баночки для компота  банки можно использовать любого размера  если семья большая  то компот можно закрыть в трехлитровых банках  банки моем с содовым раствором и стерилизуем  самый простой способ стерилизации в духовке  влажные банки ставим горлышком вниз на решетку  включаем температуру  градусов и держим банки в духовке около  минут  если они объемом не более  литра  можно простерилизовать банки другим удобным способом  крышки моем и кипятим или стерилизуем  ягоды терна раскладываем по подготовленным баночкам  чтобы они занимали на одну третью часть банки  кипятим воду  воды лучше взять с запасом  заливаем кипятком терн а банках  чтобы она доходила до плечиков банок  накрываем банки крышками и оставляем на  минут  у терна очень нежная и тонкая кожица  и от горячей воды она может лопнуть  но ничего страшного в этом нет  вкус от этого не испортится  компот готовим простым и быстрым способом  без стерилизации  воду из банок с терном сливаем в эмалированную кастрюлю  добавляем сахар и ставим на огонь  доводим до кипения  перемешиваем воду ложкой  чтобы сахар растворился полностью  кипящим сиропом заливаем банки с терном  в каждую баночку добавляем по щепотке лимонной кислоты  она улучшит вкус напитка и цвет компота  закатываем сразу банки крышками  переворачиваем банки вверх дном  укутываем полотенцем  даем банкам с компотом полностью остыть при комнатной температуре  лучше оставить их на ночь  потом убираем компот на хранение в прохладную кладовку   компот из терна будет хорошо храниться и при комнатной температуре  компот  если покажется слишком сладким  можно разводить кипяченной холодной водой  напиток хуже на вкус не станет   приятного аппетита  
