Номер;Рецепт
360;  перед тем как приготовить молочный коктейль с бананом и шоколадом  выберите спелый плод  очистите банан  поломайте его на кусочки среднего размера    в блендер влейте часть порции молока  положите часть мороженого  добавьте подготовленный банан  взбейте все до однородности  вылейте содержимое в высокий стакан    поломайте шоколадку  в блендер влейте остальную часть молока  выложите оставшееся мороженое  положите кусочки шоколада  взбейте до достижения однородности  аккуратно налейте в стакан на первый слой коктейля  подавайте сразу  приятного аппетита  
361;сварите эспрессо из воды и кофе  раздробите сахар с лавандой  всыпьте смесь в кофе  доведите сливки до горячего состояния  влейте их в эспрессо  сделайте пену венчиком или пароотводом  перелейте раф кофе в нагретую чашку для капуччино  приятной дегустации  
362;положить в блендер  ст л  ежевики  йогурт  сливки и сахар  взбить  на средней скорости до образования однородной  массы  в высокие бокалы положить лед   влить подготовленную смесь  украсить  оставшимися ягодами и сразу  же подать  
363;  внимание  если вы не переносите лактозу или же просто не настроены пить молочные коктейли в данный момент  можете запросто убрать этот компонент из напитка  от этого он не потеряет ни своего вкуса  ни пользы для здоровья    груши нужно помыть и порезать на кусочки  кожицу можете не снимать  а вот жесткую серединку уберите обязательно  иначе она испортит консистенцию напитка    выжмите сок с мякотью из апельсинов  в зависимости от сезона и сочности цитрусовых их понадобится   штуки    все составляющие напитка поместите под крышку в чашу блендера и смешайте их  если вам по душе холодные и более вязкие витаминные напитки  не забудьте про лед    когда напиток станет однородным  разлейте его по стаканам и тут же выпейте  чтобы в полной мере насладиться с любимым человеком вкусом фрукта страсти  
364;приготовление  размешать ячменный солод с холодной водой и дать постоять в течение   часов  затем перелить смесь в большую кастрюлю  добавить соль и кипятить на медленном огне  часа  добавить хмель варить  минут  процедить пиво  добавить свежие пивные дрожжи  патоку  или повидло  и тщательно перемешать  дать пиву постоять в течение   часов  затем разлить по бутылкам и оставить их открытыми на  часов  после этого пиво готово к употреблению  бутылки нужно закрыть и хранить в холодильнике    
365;малиновый сок делается так     малину нужно хорошо промыть в дуршлаге  очистить от плохих ягод и прочего мусора      затем ягоду нужно либо размять пестиком  либо размельчить блендером и закинуть в эмалированную кастрюлю с предварительно горячей  но не кипящей  водой      когда ягода уже в кастрюле  следует понемногу увеличивать огонь  но не дать соку закипеть  содержимое кастрюли нужно периодически перемешивать  варить сок около  минут     убрать кастрюлю с огня и слить сок в другую кастрюлю  отфильтровать его  и снова довести до кипения  сразу же разлить в предварительно стерилизованные банки и закатать их   сок следует пастеризовать при температуре  градусов  полулитровые банки   минут  литровые   минут  трехлитровые   минут  
366;подготовим все необходимые ингредиенты  чтоб приготовить замечательный лимонад тархун  свежий тархун хорошенько промываем под проточной водой и при помощи острого ножа нарезаем мелко мелко  из двух лимонов при помощи соковыжималки выдавливаем сок  затем сок смешиваем с сахарным сиропом  из бутылки выливаем  мл воды и кладем в нее мелко нарезанный тархун  затем в бутылку вливаем смесь из сиропа и лимонного сока  закрываем бутылку и отправляем ее настаиваться в холодильник  настаивать лимонад нужно от  мин до  часов  перед подачей лимонад процеживаем и  переливаем в кувшин  сведего дня     
367;как приготовить имбирный чай с лимоном    почистите имбирь   снимите кожицу  нарежьте его на кусочки  имбирь легче резать вдоль волокон  этот корень   достаточно плотный     доведите воду до кипения в сотейнике    как только вода закипит  добавьте в нее нарезанный имбирь    накройте сотейник крышкой  огонь понизьте до медленного и оставьте на   минут слабо вариться    по истечению указанного времени процедите чай в кружки    добавьте лимон по вкусу  мед рекомендуется добавлять  когда чай остынет  а еще лучше   есть мед вприкуску  не забывайте  что  если вы желаете укрепить свой организм  то лучше не используйте сахар и сиропы  имбирный чай с лимоном готов  будьте здоровы и всегда в тонусе  
368;  зерно промываем  выкладываем на противень толщиной в  см  заливаем теплой водой  чтобы чуть чуть покрыла зерно  настаиваем при  градусах примерно три четыре дня  пока зерна не проростут  ждем  пока вырастут ростки примерно на  см  вверх     вливаем в сорокалитровую емкость кипяток и сахар  перемешаем  ждем  пока смесь остынет до  градусов  потом добавим разведенные дрожжи и солод  установим гидрозатвор  когда перестанет булькать   процедим от остатков зерен     дальше полученную бразу разводим с ряженкой и перегоняем на самогонном аппарате  пока крепость не станет ниже  градусов  дальше дистиллят разбавляем наполовину водой  еще раз перегоняем     после второй перегонки можно еще раз разбавить самогон  чтобы крепость и вкус были  как и полагается хорошему самогону  готово  
369;  джин и соки должны быть комнатной температуры  так что ждем  пока они чуть нагреются  белок отделим от желтка     смешаем в стакане джин  сок лайма и содовую  а яйцо взбиваем миксером вместе с лимонным соком  пока не получим пышную белую пену  чем дольше взбиваете   тем лучше     быстро вливаем эту взбитую смесь в коктейль  и только при подаче добавим лед   с ним вкуснее  но с ним и пена осядет быстро  приятного аппетита  
370;первым делом берем небольшую кастрюльку  в неё вливаем воду  кладем сахар и мяту  содержимое кастрюли доводим на плите до кипения и провариваем  помешивая  минуты три  затем снимаем кастрюлю с плиты и оставляем постоять ещё пару минут  веточки тархуна разминаем  удобно делать это в ступке   нам важно  чтобы он раскрыл свой восхитительный аромат  лимон разрезаем на две половинки  одну нарезаем небольшими дольками  а из второй просто выжимаем сок  берем кувшин  в котором будем подавать лимонад  на дно выкладываем веточки тархуна с порезанным лимоном  заливаем все это лимонным соком   туда же вливаем приготовленный ранее сироп  оставшееся место в кувшине заполняем газировкой  можно купить минералку   
371; если на улице сезон лесных ягод  не поленитесь предварительно заморозить их  чтобы напиток получил необходимую температуру и консистенцию  однако если вы хотите приготовить напиток для простывшего человека  берите свежие ягоды или разморозьте их  витамины и мед помогут восстановить иммунитет  оставьте несколько целых ягод на украшение   в принципе  можно воспользоваться соком из пакета  однако самым полезным будет свежевыжатый апельсиновый сок с мякотью   сложите все составляющие коктейля в блендер  смешивайте его с перерывами несколькими приемами до образования легкой и однородной ягодной массы   разлейте готовый витаминный напиток по стаканам  украсьте целыми ягодами и сразу же выпейте  чтобы организм извлек из коктейля максимальную пользу  
372;домашнее пиво лучше употребить в течение  недель  так как под воздействием света и низкой температуры пиво может помутнеть  стать кислым или потерять вкус  не допускайте замерзания пива   приготовление  смешать  мл воды  вино и сахар в кастрюле  добавить хмель и изюм  довести до кипения и варить в течение   минут  помешивая  процедить жидкость через марлю и добавить солод  добавить   литров воды и еще раз прокипятить  остудить до температуры  градусов и добавить дрожжи  перемешать и дать постоять   дней  периодически снимая пену  готовое пиво  разлить по бутылкам и хранить в прохладном темном месте   
373;подготовим все необходимые ингредиенты  лайм очищаем от кожуры и нарезаем пластиночками  у яблока удаляем сердцевину  все фрукты и зелень складываем в в блендер или удобную посуду  где при помощи блендера будем размельчать ингредиенты  засыпаем сахар  заливаем водой  и сильно измельчаем  переливаем содержимое по стаканам  украшаем ломтиками яблока и подаем  приятного смузи    
374;для того  чтобы приготовить этот удивительный напиток  вам потребуется минимум ингредиентов и усилий  единственное условие   водка должна быть самого высокого качества  которое вы можете себе позволить  иначе весь смысл приготовления наливки теряется    сделать наливку можно и из черной  и из красной смородины   каждая хороша по своему  но вкус будет кардинально разный   итак  рецепт наливки из смородины    смородину переберите  удалите все листики и веточки  промойте    обсушите на полотенце    сложите в банку или баллон    засыпьте сахар    влейте вермут и водку     уберите на  недели в темное место    процедите  разлейте по бутылкам  закройте бутылки  вот и все     хранить такую наливку можно долго  однако не думаю  что она у вас залежится  
375;переливаем очищенную питьевую воду в кастрюльку   ставим кастрюлю на огонь и доводим воду до кипения   когда она закипит  убавляем огонь до среднего и всыпаем в воду сахар  после того как сахар растворится  мы добавляем в воду корицу  кардамон и гвоздику  варим грог в течение  минут   снимаем грог с огня и через пару минут вливаем в него ром  перемешиваем  нарезаем лимон кружочками и выкладываем его на дно чашки  заливаем грогом и подаем к столу  отдельно ставим пиалу с медом  
376;апельсины промываем  выжимаем из них весь сок  можно использовать для этого соковыжималку   добавляем в апельсиновый сок сахар  тщательно перемешиваем  чтобы он растворился   наполняем бокалы или стаканы на   апельсиновым соком с сахаром  доливаем до верху минералку  пейте напиток охлажденным  на здоровье  
377;  фейхоа очистим и порежем кубиками  воду тем временем доводим с сахаром до кипения   сахар должен раствориться     в этом кипящем сиропе на маленьком огне тушим фрукты  пока кусочки не начнут уменьшатся в размерах  а жидкость не окрасится     а теперь разливаем по стерильным банкам примерно на треть или на половину от обьема и ждем  пока полностью остынет  только тогда заливаем недостающее количество водкой и закупориваем банки  каждые два три дня встряхиваем их     настаивать наливку нужно хотя бы месяц  а лучше   дольше  она  с возрастом  будет только набирать богатсво вкуса  попробуйте  и не спешите все пить сразу   дайте ей время  
378;хлопья залейте молоком на  минут  банан очистите и мелко нарежьте  добавьте мёд и банан в молоко с овсянкой  всё измельчите блендером  полезного вам завтрака  
379;  в чашу блендера налейте молоко  добавьте к нему мороженное и три печенья  орео   хорошо все перемешайте до однородной консистенции  сначала коктейль будет очень густой  не пугайтесь       перелейте коктейль в охлажденный в холодильнике стакан и добавьте немного взбитых сливок     далее покрошите одно  орео  и украсьте им коктейль  приятного аппетита    
380;для приготовления вам потребуется подготовить ягоды шиповника  для этого их необходимо высыпать в глубокую миску и растолочь  тут важно не переусердствовать  нужно лишь слегка размять ягоды  по желанию удалите семена  в кастрюлю наливаем воду и ставим ее на средний огонь  доводим до кипения  после чего добавляем ягоды шиповника   варим компот в течение   минут  затем снимаем кастрюлю с огня и настаиваем  когда компот остынет  в него необходимо будет добавить сахар либо мед по вкусу  если ягоды с семенами  процедите компот  теперь его можно подавать   
381;капусту промойте и порвите листочки руками  очистите и порежьте кусочками все фрукты  отмерьте необходимое количество сока  теперь все это великолепие помещаем в блендер или миксер  не забываем добавить сок  взбиваем до однородной консистенции  осталось перелить наш диетический смузи в стакан и подать  худейте и наслаждайтесь  
382;  оборвите ягоды с виноградных гроздьев  в эмалированном ведре небольшими порциями раздавите виноград руками либо толкушкой до появления сока     прикройте емкость марлей и оставьте для брожения в тепле примерно на   дней  при этом  раза в день виноградную массу перемешивайте деревянной лопаткой     после того  как давленый виноград поднимется  откиньте его на дуршлаг для стекания сока  выжмите его через марлю     перелейте в банки чистый виноградный сок  насыпьте сахарный песок и перемешайте     на горлышко банки наденьте чистую медицинскую перчатку  проколите в пальцах перчатки иголкой несколько дырочек и плотно обвяжите резинкой по кругу     оставьте вино для брожения на   недели при комнатной температуре  обязательно следите за перчаткой  вначале процесса она надувается  а вот когда сдуется  это знак того  что вино готово     после того как дрожжи осядут  а вино осветлится  после того как перестанут появляться пузыри  аккуратно его процедите и закупорьте пробкой  важно  чтобы дрожжи не попали в чистые бутылки     вынесите вино в прохладное место примерно на  месяц  в течение этого времени  раза переливайте вино в другие бутылки  оставляя осадок в предыдущих  затем еще месяц отстаивайте вино в прохладном месте  только тогда добро пожаловать на дегустацию  
383;  смешаем молоко и пахту  я еще добавляю немного сахарной пудры  чтобы процесс брожения пошел быстрее  но это не обязательно     на  часов отправим кастрюлю с массой в теплое место закисать  дальше достаем  добавляем сметану  перемешаем тщательно  можно при помощи венчика или блендера   дальше охлаждаем     после того  как напиток полностью охладится  можно его наливать по стаканам и подавать к столу   
384;чтобы не терять время  первым делом ставим на плите воду  добавляем сахар и доводим до кипения  тщательно промываем сухофрукты  выкладываем их в дуршлаг  пусть стечет вода  заодно и переберем сухофрукты  изюм не смешиваем с остальными сухофруктами  выкладываем в закипевшую воду с сахаром чернослив и курагу  варим  минут  затем добавляем изюм и варим еще  минут  выключаем огонь под кастрюлей с компотом и добавляем лимонную кислоту или ложку лимонного сока  даем компоту настояться минут     разливаем компот по стаканам  а сухофрукты можно выложить отдельно  
385;уже чего только из бананов не делали  и жарили их  и запекали  а вот компот этот я готовила впервые  но мне он очень понравился  подходят для приготовления компота из бананов любые фрукты  зеленые или переспелые  просто зеленые не такие сладкие  и я добавляю больше сахара в компот  а переспелые потом надо отцедить      итак  перво наперво бананы помойте хорошенько и порежьте на кружочки  замечу  что чистить бананы не стоит    теперь воду налейте в ёмкость  например  в небольшую кастрюльку  и поставьте на огонь  дайте ей закипеть  растворите в ней сахар    затем в кипящую воду добавьте бананы  варите их минут     потом огонь выключите  а получившемуся компоту дайте остыть    готовый компот из бананов подавать можете с кусочками бананов или киви  например  приятного аппетита  
386; подготовьте листочки чая каркаде  небольшую кастрюлю эмалированную и литр воды  уложите лепесточки в емкость   залейте лепестки холодной водой  для того  чтобы жидкость приобрела насыщенный цвет  а листья раскрылись и напитались водой  необходимо  чтобы с того момента как были уложены цветы в воду  прошло более  часов  еще лучше  если вы можете оставить лепестки до утра   поставьте кастрюлю на мощный огонь  быстро доведите воду до кипения  дайте прокипеть несколько минут  выключите огонь   снимите чай с огня и разлейте по чашкам  приведенные выше секреты помогут вам понять и разобраться  как приготовить каркаде правильно  для разнообразия в напиток можно добавить шиповник  лимон  имбирь  подавать чай можно как в горячем  так и холодном состоянии  в последнем случае в напиток добавляют кубики холодного льда  
387;  вымойте  обсушите и нарежьте средними кусочками огурец  сельдерей  грушу  добавьте сок лимона  воду  специи по вкусу  взбейте до однородности в чаше блендера     быстренько протрите через сито  чтобы не попали крупные кусочки     дополните льдом по желанию  украсьте стакан ломтиком лимона или огурца и подавайте к столу    
388;  минимальный продуктовый набор  и полезный напиток у вас на столе  кисель был популярный еще на руси  а рецептов его приготовления множество  в данном случае кисель готовится на основе смородинового варенья    моем тщательно смородину  разминаем ее толкушкой  или измельчаем в блендере  и отправляем ее в кипяток     варим ягодный морс  добавив к нему сахар  обязательно нужно снимать образовавшуюся пену    разводим картофельный крахмал в половине стакана теплой воды     вливаем крахмал в кипящий на слабом огне морс и провариваем около минуты    теперь важная задача   отделить жмых от сиропа  для этого нужно воспользоваться марлей и хорошо отжать ягоды    я готовила кисель из свежих ягод  но по такому же принципу можно делать его из варенья  остужаем кисель из смородинового варенья и подаем к столу  
389;  варенье из банок перекладываем в большую кастрюлю  нагреваем воду до  градусов  заливаем варенье  перемешаем до однородности  остужаем смесь до  градусов  после чего добавляем разбавленные отдельно дрожжи  дрожжи разбавляем  как в инструкции написано     установим гидрозатворы  и пусть две недели настаивается в месте без солнечного света  содержимое периодически встряхивайте  чтобы процесс брожения шел быстрее  когда перчатка опустится  а гидрозатвор перестанет пускать пузыри   можно напиток аккуратно сцеживать от осадка     вот примерно такая прозрачная  чуть окрашенная брага должна и у вас получится  желаю успехов  
390;  промойте под проточной водой курагу и изюм  я рекомендую также добавить немного яблок и груш     воду доведите до кипения  выложите сухофрукты и варите на медленном огне минут      в готовый компот можно добавить сахар  веточку мяты или мелиссы  снимите с огня  оставьте под крышкой до полного остывания   
391;неочищенный и немытые яблоки измельчите через мясорубку  затем переложите яблочную массу в большую ёмкость  добавьте сахар  потом влейте фильтрованную воду и положите мяту  полученную массу перелейте в плотно закрытую ёмкость  уберите её на  дней в тёплое место  после этого массу процедите  жмых переложите в марлю и отожмите его  а сусло разлейте по пластиковым или стеклянным бутылкам с крышками  оставьте бутылки на  дней при комнатной температуре  затем сидр переставьте в холодильник ещё на  дней  приятной дегустации  
392; в чашу миксера выложите  шарика ванильного мороженого  можно любое другое с добавками    к мороженому влейте жирное молоко  можно домашнее   а также ванильный экстракт  пару капель    взбивайте коктейль на максимальной скорости до образования устойчивой пены    минуты    вылейте коктейль в подготовленный стакан  украсьте его по вкусу и подавайте сразу   
393;имбирь пришёл к нам с востока  и первые лечебные средства  чаи  примочки и кремы из имбиря стали делать именно там  всем известно  что имбирь   отличный натуральные антиоксидант и способствует укреплению иммунитета  особенно полезно пить его во время простуды  хотя  конечно  лучше заранее предупредить болезнь  но имбирь так же хорошо способствует похуданию  и лучшее средство для похудения из имбиря   это имбирный напиток  готвоится очень просто  подготовьте термос  лучше небольшой  на  мл воды  натрите имбирь  или мелко нарежьте  закиньте в термос и залейте горячей водой  оставьте на полчаса  чай не обязательно должен быть горячим  холодый даже приятнее пить  освежает  а результат тот же  диетологи советуют пить имбирный напиток для похудения перед сном  
394;если честно  то большинство напитков  приготовленных из овощей  не отличаются приятным вкусом  но это точно не касается нашего рецепта  коктейль из тыквы в домашних условиях выходит невероятно вкусный и ароматный  пить его действительно в радость  я уже не говорю о той пользе  которая в нем содержится  так что этот простой рецепт коктейля из тыквы хорош со всех сторон  и если вы являетесь поклонником этого солнечного оранжевого овоща  такой напиток вам  несомненно  понравится     для начала мы очищаем тыкву от жесткой кожуры и нарезаем мякоть на небольшие кубики  выкладываем их в блендер и хорошенько измельчаем до пюреобразного состояния      к этому пюре мы добавляем овсяные хлопья  мед и вливаем молоко  еще раз включаем блендер и взбиваем массу     разливаем готовый коктейль по стаканам и посыпаем его сверху молотой корицей  подаем к столу   приятного всем аппетита и позитивного утра   
395;корень имбиря натереть на терке  взять три столовые ложки имбиря  вскипятите воду  в кипящую воду бросьте имбирь  проварите  минуты   снимите с огня  процедите  добавьте сок лимона  мед и специи по желанию  напиток можно пить как в горячем  так и охлажденном виде  
396;манго помойте и очистите  удалите из него косточку  а также нарежьте кусочками мякоть  измельчите манко с конфитюром в блендере до состояния пюре  потом добавьте йогурт и ещё раз перемешайте  смузи готов  пейте его охлаждённым  разлив по бокалам  
397;не знаю у кого как  но вот лично у меня этот напиток всегда ассоциировался с пиратами  и только потом я узнала  что впервые его приготовили для английских моряков  и хотя в первоначальном варианте  ром для этого напитка разбавляли водой и лимонным соком  однако со временем появилось и много других рецептов  и в этом я расскажу вам  как сделать яблочный грог  если честно  для дождливой осени лучшего напитка не найти  в это время на улице становится довольно прохладно  а на балконе как раз лежит собранный урожай яблок  ну  так почему бы нам не соединить их с ромом и не приготовить яблочный грог в домашних условиях  а если сделать такого грога достаточно много  то можно уже и вечеринку устроить  так вы и согреетесь  и настроение себе поднимете     для начала очищаем яблоки от кожуры и вырезаем у них сердцевину  выкладываем их на противень  в отдельной мисочке соединяем мед со стаканом воды  поливаем яблоки этой смесью и посыпаем молотой корицей  ставим противень в разогретую до  градусов духовку и запекаем яблоки  пока они не станут мягкими      готовое яблоки перекладываем в чашу блендера и измельчаем до состояния пюре      оставшиеся  стакана воды переливаем в кастрюлю и доводим до кипения  затем заливаем яблочное пюре горячей водой и темным ромом  добавляем мед и перемешиваем все до однородности  разливаем грог по стаканам и посыпаем мускатным орехом    вот такой довольно простой в приготовлении и невероятно вкусный напиток  обязательно его попробуйте   
398;чтобы приготовить квас из клюквы в домашних условиях  следуем инструкции    перебираем клюкву и моем ее в холодной воде    давим клюкву в миске  давить лучше деревянной ложкой     кипятим воду  заливаем ее в миску     закрываем миску крышкой и оставляем квас настаиваться в течение суток при комнатной температуре  можно дополнительно укутать миску полотенцем     через сутки переливаем смесь в другую миску через сито     добавляем дрожжи и тщательно размешиваем     ждем появления пены     тем временем варим мяту в кипятке и настаиваем ее в течение  часов     добавляем в миску с клюквой мяту     засыпаем сахар и ваниль  размешиваем     разливаем почти готовый квас по бутылкам  закручиваем их     оставляем квас настаиваться  суток в комнатной температуре     через  суток квас будет готов    это   классический рецепт приготовления кваса из клюквы  старая москва   квас получается немного терпким  по желанию  можно добавить больше сахара   
399;подготовить продукты  киви почистить и порезать  зелень измельчить  все ингредиенты сложить в блендер  через пару минут жиросжигающий зеленый коктейль готов  приятного аппетита    
400; прежде чем разобраться  как приготовить вино из жимолости  нужно определиться  какую бытовую технику вы будете использовать для измельчения ягод  мясорубку или блендер   и приготовить ее  в начале работ ягоду аккуратно переберите от посторонних предметов и промойте    блендером или мясорубкой ягоды измельчите  для того  чтобы начался процесс брожения  добавьте в жимолость немного сахара  поставьте жидкость на  дня в теплое место бродить  для приготовления используйте посуду  которая не имеет склонности к окислению    выдавите из смеси сок  перелейте его в другую посуду  поставьте еще на  дня бродить в теплое место  отжатые ягоды залейте водой и также поставьте бродить    процедите сок из первой и второй емкости  смешайте  добавьте сахар по  граммов на литр жидкости    хорошо размешайте  поставьте под водяной затвор  поставьте в тепло  уберите от прямых солнечных лучей в теплое темное место     присматривайте за брожением  когда оно закончится  еще раз добавьте сахара по  граммов на каждый литр жидкости  оставьте для продолжения процесса     полностью отбродившее вино разлейте по бутылкам и отставьте в темном прохладном месте  вино считается готовым  когда приобретет прозрачный красивый цвет   
401;нарезать стебли ревня на небольшие куски  добавить все в банку и хорошо перемешать  герметично закрыть крышкой  хранить в прохладном  темном месте  встряхивать банку ежедневно  настойка будет готова в течение месяца    готовую ревневую водку можно смешивать с тоником  содовой  лимонадом и газировкой  
