Номер;Рецепт
40;кастрюлю сполоснуть холодной водой  налить в нее молоко и поставить на огонь   в молоко добавить сахар и ванилин   помешивая  молоко довести до кипения и выключить огонь   шоколад поломать небольшими кусочками  и  помешивая  растопить в горячем молоке  добавить взбитые сливки  перемешать и разлить по бокалам   приятного вам аппетита  
41;предлагаю вам приготовить очень ароматный и полезный компот из яблок и винограда   лучше   если это будет виноград сорта изабелла  или мускат  тогда компот получается невероятно ароматный  хотя это не принципиально яблоки помыть порезать на  части  удалить сердцевину  ягоды винограда снять с виноградной кисти воду довести до кипения  заложить в неё яблоки и виноград  проварить минут     остудить  дать настоятся пару часов я не добавляю в компот сахар  но если вы сладкоежка  можно добавить грамм   
42;    и делаемкурагу промыть  залить  л горячей воды и варить  пока курага не станет мягкой  около  мин   курагу вместе с жидкостью измельчить в блендере  пюре переложить обратно в кастрюлю  добавить сахар  лимонную кислоту и нагреть до кипения крахмал развести в   стакана холодной воды  влить при непрерывном помешивании в кастрюлю и проварить кисель до загустения  
43;лимоны хорошо вымыть  с мылом и щеткой  чтобы полностью удалить химию  которой их покрывают    осторожно срезать лимонную цедру  только желтую часть   это легко и быстро получается с помощью ножа для очистки овощей   лимонную цедру положить в стеклянную банку  добавить водку  плотно закрыть крышкой и поставить настаиваться на   дней  каждый день настойку встряхивать  через   дней приготовить сироп  в кастрюлю всыпать сахар  добавить воду  довести до кипения  помешивая  когда сахар полностью растворится  кастрюлю снять с огня  сироп остудить  лимонную настойку процедить через сито или марлю и добавить в сироп  хорошо перемешать и настаивать еще  дней  затем перелить в бутылку и можно пить  хранить в холодильнике   подавать лимончелло хорошо охлажденным  лучше всего   в замороженных ликерных рюмках приятного аппетита  
44;подготовить ингредиенты  вишню ополоснуть чистой прохладной водой  откинуть на дуршлаг и дать воде хорошо стечь разложить вишню на противне в один слой  от косточек не очищать  подсушить в духовке  разогретой до   около  часов  либо дать немного подвялиться на солнышке    это нужно для большей концентрации аромата и для того  чтобы ликер был более насыщенным  и не водянистым чистую  стерилизованную  банку  или бутыль с широким горлышком  наполнить вяленой вишней добавить сахар влить водку или коньяк по желанию  можно добавить стручок ванили   ваниль придаст приятную тонкую нотку ликеру  закрыть банку чистой капроновой крышкой и хорошо встряхнуть  чтобы вишня перемешалась с сахаром и алкоголем убрать ликер в темное место с комнатной температурой  например  шкафчик на кухне  на  дней периодически  раз в   дня  банку с ликером можно встряхивать затем ликер можно процедить от вишни  разлить в чистые бутылки и хранить в прохладном месте  холодильник или погреб  около  лет я не процеживала ликер  он у меня так и хранится в банке вместе с вишней  в прохладном месте как я писала выше  только через полгода ликер полностью раскрыл свой необыкновенный вкус и аромат  поэтому стоит потерпеть   также  приятным бонусом может стать сама вишня из ликера  ее можно использовать для приготовления шоколадных конфет  вишня в коньяке  или для приготовления торта  пьяная вишня   приятной вам дегустации      
45;воду закипятить  остудить до теплого состояния  сахар карамелизовать на сковороде до темно янтарного цвета  вылить в воду  размешать до растворения  дрожжи так же высыпать в воду и размешать  оставить минут на    пока на поверхности не появится белая пена  добавить лимонку по вкусу  размешать  изюм рассыпать по емкостям из расчета  горсть на      литра  запонить их напитком  закупорить и поставить в холодильник на   часов  приятного аппетита     нет  приятного уталения жажды     источник   местное население  
46;пьют такой чай  как правило  в межсезонье  для пополнения витаминов в организме  а так же во время всяческих простудных заболеваний в этот период заваривают яблочный чай из сушеных или вяленых яблок    з  и конечно же пьют его горячим а летом этот чай пьют в основном  для утоления жажды  пьют чаще всего холодным и заваривают как правило  из свежих яблок и  конечно же  у каждой хозяйки имеется свой собственный состав этого чая и даже способ заваривания но классика жанра и основа это яблоки и корица далее возможны варианты я дам рецепт без пропорций  пропорции в таких рецептах могут быть только приблизительными  потому что каждый выбирает для себя сам  что он больше хочет чувствовать в чае аромат яблок или мяты  перца или корицы пробуйте  экспериментируйте  создавайте свой собственный вкус яблочного чая ломтики вяленых или сушеных яблокчерный перец горошкомкорица  в палочках  несколько листиков сушеной мяты по желанию так же можно добавитьгвоздикуимбирьцедру апельсина или лимона  некоторые хозяйки добавляют так же плоды шиповника и гибискускак я уже написала выше  для яблочного чая берут сушеные  на солнце    вяленые или свежие яблоки как такой чай заваривать самый простой способэто добавить все ингредиенты в кувшин  залить кипятком и дать настояться  под крышкой или полотенцем такой способ больше всего подходит для свежих яблок второй способэто вскипятить воду  бросить в нее все ингредиенты  убавить огонь  накрыть крышкой и варить примерно пять минут снова дать настояться  процедить и разлить по чашкам но если вы хотите  чтобы пряности ярче и сильнее раскрыли свой аромат  то сделайте так в холодную воду добавьте перец горошком  корицу  гвоздику  если используете  и доведите до кипения как только закипит  убавьте огонь  добавьте яблочные ломтики  цедру и имбирь  если используете   накройте крышкой и варите не более пяти минут  затем уберите чай с огня и добавьте мяту  накройте крышкой и дайте настояться после всего этого  процедите и разлейте по чашкам можно так же добавить в каждую чашку по ломтику яблока теперь о сахаре лучше всего сахар не использовать или взять мед  а не сахар а если яблоки вялились с применением сахара  то тогда однозначно ни мед  ни сахар не нужны мои комментарии  у меня как раз оказались яблоки сушеные  сделала немного  чай вкусный  гораздо лучше того  что продают в турции в коробках  
47;шоколад топим на водяной бане или в микроволновке  кофе растворяем в  г воды и тщательно перемешиваем и выливаем в шоколад и перемешиваем  чтоб легче было выливать  в блендер положить сливки  шоколадно кофейную массу  сгущенку  ваниль   коньяк или виски и взбиваем    минуты  выливаем в бутылку  кладем в холодильник и даем настояться хотя бы  часа  а лучше сутки    девочки  это просто сказка     приятного  с уважением инна    
48;во всех вариантах молоко не обязательно  а вообще количество кофе и сахара  берите на свой вкус и размер чашки   такое какое вы обычно берёте   я использую специальный миксер   как на фото  но подойдёт и любая небольшая баночка с хорошо закрывающейся крышкой   лучше чтоб она была узкой и высокой   как шейкер   на фото у меня низкая   пенки в такой не так много   просто другой не нашлось   но всё равно видно сколько её и какая  хорошо взбитая пенка не выливается сразу из кружки   а как бы приподнимается  на первом фото видно это   если вы счастливый  обладатель миксера как на фото   то в чашку надо насыпать нужное количество сахара и кофе   добавить пару чайных ложек кипятка   и взбить секунд   до получения плотной   кремообразной   пены  дополнить  в чашку кипяток и по вкусу молоко   молоко может быть как холодное так и тёплое или горячее для взбивания в баночке  обдайте её сначала кипятком чтоб она согрелась  и не брызгала когда начнёте взбивать   так же кладём нужное количество сахара и кофе   добавляем немного воды   в баночку добавляем больше воды чем при взбивании миксером  но не переусердствуем   чем больше воды   тем больше пены и она  рыхлее    и начинаем взбивать  около   минут   чем дольше взбиваем  те  крепче пена   выливаем пену в чашку и дополняем кипятком и молоком по вкусу   вместо молока можно использовать молочную пену   как в капучино  выложить молочную пену поверх кофейной и слегка перемешать и с есть всё сразу же ложкой    и подавать так же готовый кофе можно посыпать корицей   гвоздикой  тёртым шоколадом  к чашке кофе обычно подаётся стакан воды  так как кофе сильно обезвоживает организм 
49;вкус и консистенция наиболее сбалансированы в таком варианте банан обязателен  так как дает необходимую вязкость и тягучесть коктейлю все это кладем в чашу блэндера и пробиваем ножами около   секунд пена получается крепкая и устойчивая  в тоже время текущая в общем  летом морожено молочно ягодные коктейли рулят    вариации одновременно с базой пробиваются любые ягоды  фрукты  сиропы  растворимый кофе  мята  мелисса и т д  приятного аппетита    
50; штуки апельсина заморозить на ночь в морозилке затем прокрутить на мясорубке  прокрученную массу смешать с литрами воды дать постоять минут  процедить через три слоя  марли и хорошо отжать  в процеженный сок   добавить   литров воды перемешать и добавить кг  сахорного песка хорошо перемешать до растворения сахара затем добавить грамм лимонной кислоты  дать ещё настояться минут  напиток готов в итоге получился насыщенный и в меру сладкий вкусный напиток  из  апельсинов получается  литров напитка  
51;яблоки чистим и режем на кусочки  в сковородке разогреть масло  добавить половину яблок  сахар  корицу и мешать  пока сахар не начнет карамелизироваться   в миксер складываем все яблоки  овсяные хлопья  йогурт и хорошо взбиваем перемешиваем  в конце добавляем натертый имбирь и щепотку корицы  разбавить яблочным соком или молоком до нужной консистенции  я не разбавляю  поэтому у меня смузи густой   приятного аппетита     
52;гранаты порезать пополам и с одной половины вынуть косточки  а с других выдавить сок на соковыжималке для цитрусов стручок ванили порезать в длину и провести ножиком по внутреней стороне и вынуть всю ванильную мякоть в большую ёмкость смешать водку  сок граната  ягоды граната  стручок ванили и пасту ванили  а так же сахар  всё перемешать и поставить в тёмное место на недели   пока не растворится сахар  затем всё процедить и перелить в бутылку и наслождатся  смешать с проссеко или добавить в коктель  а так же как настойку скажу честно  мне очень понравилось без всего просто как настойку пить  с таким приятным запахом ванили      
53;лимоны очистить от кожи нарезать на кусочки убрать косточки залить водой добавить сахар и довести до кипения процедить сначала через дуршлаг отдавливая кусочки лимона ложкой а потом дав отстояться через двойную марлю налить в кувшин положить корку срезанную с половины лимона плотно закрыть крышкой и в холодильник поставить корку через час убрать и можно пить очень вкусно  
54;небольшой стакан клубники смешать со стаканом молока  добавьте   ст л  жидкого меда желательно мед предварительно размешать с   ст л  слегка подогретого молока   и хорошенько взбить  с помощью блендера  при подаче украсить клубникой или листочками мяты      если вы соблюдаете диету  то приготовьте этот напиток на основе нежирного молока  кефира  сока или воды  приятного аппетита     
55;на ночь замешиваем все ингредиенты в крупном кувшине  дайте смеси настояться в течение ночи в холодильнике  за сутки выпиваем весь графин  воду сасси свободно можно пить и вне любых диет и систем  но для системы плоского живота данный напиток пьют подряд  дня в самом начале  как стартовый шаг  
56; 
57;в бокал наливаем  мл спрайта и добавляем   кусочка льда  затем очень медленно по льду наливаем  мл красного сухого вина  делаем это аккуратно для того  чтобы слои не смешались и вино легло верхним слоем  получается просто  красиво и вкусно спрайт можно заменить так же шампанским  получается тоже очень вкусно  
58;покупаем чёрный ржаной хлеб  отрезаем плитку  делим на  чясти кладём на пртивен и в духовку  держым до тех пор пока дым не пойдёт   соседей предупредите чтоп пожпрку невызвали  кипетим воду  как только закипела заливаем в банку где уже лежйт  кусочька хлеба дрожжи разводим кипечёной холодной водой и чють сахара  остальной сахар высыпаем в банку  ждём когда жыдкость в банке отстынет до комнотной температуры  тогда выливаем жыткость с дрожжями  банку накрываем полотенчиком и ждём завтрашнего дня  пробуем  если уже вкус кваса харош то через друшляк перецежываем напиток  но на дне должно остатсо осадок  напиток переливаем в подходящие бутылки  так удобнее  и ставим в холодилник  а в банку приготавливаем втарую партию   остаток жыткасти выливаем в миску и в нём разводим дрожжи с добовлением воды и сахара  в бвнку опять кладём  кусочька хлеба и заливаем кипетком    дрожжи я покупаю  грамовые  делю на  кусочьков  чтобы дрожжи непортились кусочьки замаражываю и беру только мне нужную чясть  повторно незоморажывать дрожжи погибнет  хлеба прегатавливаю тоже побольше  дыма дома много  то лутше один раз   когда препаленый хлеб остывает складываю в посудку и держу где сухо    квас на вкус очень пахож на тот каторый с бочек продовалься в советское время      пеите на здаровье    квас гатов у меня бывает за  часов  свечера заливаю  утром готов  кто любит по слаще можно добавить сахара  но если добавлять когда квас гатов  то осторожно  убегает  недогнать    квас этот гатовлю уже  лет   
59;цитирую   сварить сироп  сахар развести в холодной воде и проварить  снять пену  уварить слегка  чтобы сироп был плотноватым  чувствовался бы    приготовить сок  либо взять готовый  консервированный   либо отжать из свежих фруктов  ягод  либо отварить его  но это хуже  лучше свежий  подготовленный сок поставить вблизи от плиты наготове    приготовить крахмальное молочко  это и есть прием  крахмал из расчета от  чайной ложки до  столовой ложки развести в стакане холодной кипяченой воды  в отдельной посуде  и размешать до состояния молока  это даст вариации густоты киселя от совсем жиденького до густого  который можно резать  как мармелад или желе   стакан крахмального молока любой густоты рассчитан на  литр всей остальной жидкости киселя  сиропа   сока     влить крахмальное молочко в сироп  создать киселеобразную массу  это тоже прием  вливать надо в тот момент  когда сироп кипит бурно  вовсю  и тут же быстро размешать не более    секунд  а затем погасить огонь  прекратить кипение и интенсивно продолжать мешать жидкость  вызывая ее специфическое загустение    как только загустение возникло  влить в киселеобразную массу ягодно фруктовый сок и вновь интенсивно размешать  втереть его в студенистую массу  это тоже прием  третий  такой кисель будет  во первых  иметь хороший вкус абсолютно свежего  а не переваренного фруктового сока или обладать запахом ягод  как будто сорванных только что  а во вторых  не будет иметь кисельной пленки  которая образуется при одновременной варке сиропа и ягодного сока раз вкусовая часть вливается последней  то принципиально безразлично  какая это будет часть  а  ягодно фруктовая  к которой мы привыкли   б  молочно сливочная  кисель возможен не только из молока  но и из сливок  если их влить в последний момент   в  кофейная  какао шоколадная  если влить кофе  какао  раствор шоколада   г  овощная  возможны и несладкие овощные кисели  на томатном соке и др    д  чайная  чайный кисель  если влить крепкий чай   е  яичная  яичный кисель  если добавить гоголь моголь  взбитое с сахаром и лимонным соком яйцо   ж  или даже мясная  мясной бульон киселеобразной консистенции  или крупяная  например  жидкая манная каша  внесенная в крахмально кисельную среду  всем рекомендую попробовать    приятного аппетита  
60;в высокий стакан наливаем сыворотку и сок лимона апельсина добавляем джем  взбиваем погружным блендером примерно минуту на высокой скорости  и вот метаморфоза  объем жидкости увеличился в  раза и вместо зеленовато прозрачной  она стала белоснежно пенной переливаем в стакан и наслаждаемся  здесь с манго и апельсиновым соком  
61;вот такая у нас клубничка  натираем её  на терке  конечно  можно и в блендере  но  тогда не будут попадаться кусочки ягод  а с ними вкуснее   такой смузи лучше кушать ложечкой  так как он не совсем жидкий  распределяем по бокалам  наливаем кефир и добавляем сахар  я брала коричневый  или мёд  размешиваем и наслаждаемся   приятного аппетита  
62;лимоны промыть  обрезать попки  разрезать на  части и удалить косточки если есть  сложить лимоны в чашу блендера  добавить сахар и пюрировать до однородности  в кастрюльку добавить чай  цитрусовое пюре и залить кипятком  довести до кипения  выключить и дасть настояться в течении   минут  можно дольше   если есть время   заварку  процедить  попробовать на сахар  остудить и разбавить минеральной водой с газом или простой кипяченой водой до того вкусового состояния  как вам нравится  приятного вам аппетитна                   
63;из апельсинов и лимона выжать сок через насадку для цитрусовых в воду добавить сахар  размешать и довести до кипения   затем добавить крупно порезанные корки от апельсина и лимона  дать закипеть  и уменьшив огонь проварить все минут    выключить огонь и дать сиропу полностью остыть и настояться  чтобы быстрее остыл можно поставить в раковину с холодной водой  из остывшего сиропа убрать корки  а получившийся сироп процедить в банку или кувшин  смешать с выжатым ранее соком  и поставить в холодильник для охлаждения вкусный освежающий напиток готов  
64;  петрушку  лимон  сахар взбить в блендере  я взбивала    мин    добавить холодной воды   гр и хорошо взбить   секунды  при необходимости   повторить    долить остальную воду и еще  секунды взбить    поставить в холодильник на  мин достать  процедить  через мелкое сито  я цедила через марлю    чтобы напиток был прозрачный     всё       вкус похож на напиток из лайма  
65;итак  берем  лимон  нарезаем его вместо с цедрой  кладем в литровую банку  столовую ложку мёда  если вам надо  заливаем кипятком и даём настояться не менее  часов  вкусно     девочки  я люблю кисленькое  отлично уталяет жажду  у меня почки больные  постоянные отеки   лимончик помогает снять отеки  как выпьете   заливайте снова  будет не так концентрировано  но тоже вкусно    
66;банан очистить и нарезать крупными кусочками   в чашу блендера влить молоко и положить  г мороженого   молоко с мороженым взбить несколько секунд   добавить банан и взбивать еще несколько секунд   затем добавить оставшееся мороженое и взбивать  пока масса не станет однородной   в самом конце взбивания влить коньяк   разлить коктейль по бокалам украсить ломтиком киви  банана или апельсина и сразу подавать   приятного вам аппетита  
67;поставить кастрюлю с водой на огонь в это время очень хорошо промыть изюм и курагу и залить крутым кипятком яблоки помыть и нарезать тонкими пластинками прямо с кожурой когда водичка закипит опустить в нее яблоки и изюм с курагой прямо с этой водичкой в которой замачивали далее на среднем огне варим компот около  мин пока яблоки не станут достаточно мягкими в конце варки добавим сахар выключим огонь накроем компот крышкой и оставим в таком виде охлаждаться за это время компот настоится и станет ароматным вот и всё можно угощать компотом малышей и себя  очень  вкусный напиток  
68;в блендере измельчить банан и вишню  влить кефир  добавить мед и ванильный сахар  хорошо перемешать  подавать охлажденным со свежей мятой  приятного всем аппетита     
69;если нет свеже мяты жаль но выход есть заварим в горячей воде сухую мяту остудим и процедим  киви чистим режем на кусочки листья петрушки и мяты крошим произвольно лимон тоже режем на несколько частей  всё закладываем в чашу блендера добавляем воду всё измельчаем смешиваем  переливаем в стакан и выпиваем   будте здоровы красивы и стройны  
70; какао нужно брать хорошего качества  без добавок   в рецепте указано  г шоколада и  шоколадных капель  я их не нашла   осторожно с мускатным орехом  порция больше  грамм в день можеть вызвать галюцинации специи брать по вкусу  если что то не нравиться  можно исключить  а ещё можно добавить жгучий перец  но это уже на любителя  я половину шоколада перемолола в блендере оставляя его слегка крупноватым   ну это вместо капелек остальной шоколад поместить в чашу блендера вместе с сахаром и взбить до порошка   добавить остальные ингредиенты и ещё раз прокрутить   добавить капельки или крупномолотый шоколад   перемешать и расфасовать по баночькам или хранить в сухом месте   для напитка добавить  столовые ложки приготовленого порошка в кружку горячего молока или воды и наслаждаться ароматным согревающим шоколадным напитком  для подарка красиво украсить баночку и на маленькой открыточке написать метод приготовления например    столовые ложки на стакан горячей жидкости 
71;корочки   фруктов  апельсины мандарины лимоны грейпфруты  залить  мя литрами кипящей воды   мякоть можно просто съесть    а вот и двойная выгода      настаивать сутки потом достать корочки перекрутить на мясорубке  воду  ту же  снова довести до кипения и опять залить перекрученные корочки  снова настаивать сутки  после этого процедить добавить  кг сахара подогреть до растворения сахара добавить  ч л  лимонной кислоты  готово  сироп разводить нужным количеством воды  очень приятный и освежающий напиток   
72;берем крепкую заварку с черного чая без всяких ароматических добавок   к примеру чай с бергамотом    и потом завариваем заварку для настоя без них  гриб не любит эссенций и ароматизаторов  только чай и травки   типа ромашки  шалфея    значит взяли заварку  налили ее в банку например в   литровую наполовину и поставили на кухне куда  то наверх где тепло  я поставила на шкаф под потолок прямо рядом с газовой плитой  когда готовишь весь горячий воздух подымается наверх  а нам это и надо  через   дня чай начнет плесневеть  это и есть зародыш нашего будущего гриба  да  чуть не забыла  прикройте чем то банку  марлей или тряпочкой во избежание попадания туда дрозофилл  любят они всякую кислятинку и плесневинку      так выглядит наш гриб на  день его развития  и так ждем    месяца  ничего не делаем  просто ждем    плесень разрастается  потом становится маслянистой пленочкой  то уже самый что ни на есть настоящий гриб  тока маааааааленький    прошел месяц  наша пленочка медузка окрепла  вынимаем ее из баночки и кладем в мисочку  наливаем туда раствор яблочного уксуса с теплой едва водичкой  промываем его очень аккуратно  чтобы не повредить пленочку  завариваем чай из расчета на  литр  чайные ложки чая  я заваривала с зеленого  потому что из него настой гриба еще во сто крат полезней чем с черного  значит взяли банку в  литра  туда вылили остывший процеженный от чаинок чай и подслащенный  на  литр чая   столовых ложек сахара  на гриб ни в коем случае этот раствор не выливать  нерастворенный сахар может его обжечь  а потом выложили гриб в раствор  накрыли марлей и поставили в теплое место на той же кухне  и чтобы солнце не попадало  раствор стоит  дней  сливаем в  литровую банку  оставляя на дне милилитров    гриб выложили в миску  снова приготовили чай  подсластили  остудили  вылили в банку  выложили гриб и снова настаиваем неделю  тот раствор что готов или выпиваем сразу или храним в холодильнике  
73;домашний тархун получается не таким зеленым из за отсутствия красителей  но освежающим и полезным      понадобится  большой пучок эстрагона  примерно  гр     литра минеральной воды   стакан сахара   лайма  эстрагон измельчаем блендером  добавив немного воды  можно просто мелко нарезать и хорошенько подавить толкушкой  добавляем лаймы  порезанные кружочками и сахар  еще раз толчем  лаймы должны дать сок  добавляем  мл миниральной воды  оставляем примерно на   минут  затем процеживаем через марлю и добавляем остальную воду и лед  тархун готов домашний безалкогольный мохито с клубникой  делаем мохито безалкогольный  пучок мяты  лайм несколько штук клубники спрайт много льда  мяту промыть  стряхнуть воду  слегка отбить деревянным молоточком листики мяты и положить в бокал  лайм порезать кружками  разрезать их напополам и тоже положить в бокал  теперь аккуратно вилкой слегка рязмять листья мяты и лайм прямо в бокале  насыпать лед  много льда  половинки ягод клубники положить также в бокал  залить спрайтом  готово апельсиновый напиток  для приготовления   больших апельсина  ст л сахара  палочка корицы  см гвоздика   штучки   лимона щепотка мускатного ореха из апельсинов выжать сок и вылить в кастрюлю  влить  стакан воды  добавить сахар  корицу и гвоздику и на сильном огне довести до кипения  снять с огня и дать остыть  добавить сок   лимона  охладить  процедить напиток в бокалы  добавить лед и посыпать мускатным орехом  украсить кружком апельсина   край бокала цветной кокосовой стружкой по желанию томатный напиток  приготовление  на   томатного сока   лимона  зубчика чеснока соль  перец сельдерей  зелень укропа в томатный сок добавляем по вкусу соль  перец  мелкорубленную зелень укропа  чеснок  натертый на мелкой терке  хорошо перемешиваем  наливаем в бокал или стакан  добавляем в стакан несколько стеблей сельдерея  даем постоять  чтоб сок впитал аромат сельдерея  такой напиток очень хорошо подойдет к любому блюду из картофеля  буду рада  если рецепты моих напитков вам пригодятся     
