Номер;Рецепт
104;     молоко для приготовления кефира  мультиварке можно использовать любое  пастеризованное или домашнее  но жирность его должна быть от     чтобы кефир получился вкусным и густым  что касается жирности самого кефира  используемого для приготовления кисломолочного продукта в мультиварке  она может быть любой  но учитывайте  чем меньше жирность кефира  тем он менее густой и более кислый     кстати  почти таким же способом можно приготовить и йогурт в домашних условиях  более подробно о том  как приготовить йогурт в мультиварке  читайте по ссылке в еще одном наем рецепте        если молоко пастеризованное  влейте его в чашу мультиварки и подогрейте примерно до   градусов  без термометра оптимальную температуру для приготовления кефира довольно просто определить  поместите кончик чистого пальца в молоко  вы должны почувствовать легкое жжение  если палец держать в молоке невозможно горячо  то температура больше  градусов  и нужно немного подождать  чтобы жидкость остыла  иначе кефир не получится  если же молоко домашнее  его обязательно необходимо предварительно прокипятить  это можно сделать в мультиварке или в отдельной кастрюле  а потом осудите молоко до той же температуры  как и в первом случае        влейте кефир к молоку  хорошо перемешайте  закройте крышку мультиварки  выставьте режим йогурт на  часов  если такой программы нет  но можно приготовить кефир в мультиварке на режиме мультиповар  выставьте температуру   градусов  время   часов  желательно перед приготовлением кефира отключить функцию автопдогрева  весь если вы по какой то причине не успеете отключить мультиварку   кефир испортится  при подогреве температура немного больше  чем нам необходимо  готовый кефир полностью остудите  перелейте  в герметично закрывающуюся емкость и храните в холодильнике несколько дней  но помните  чем свежее кефир  тем он более полезен  кстати  из него можно будет приготовить новую порцию  использовав для закваски   мл   в домашний кисломолочный продукт можно добавлять ягоды и фрукты  использовать его для приготовления выпечки или окрошки на кефире  рецепт которой смотрите по ссылке     приятного аппетита и хорошего настроения   
105;   для приготовления малинового компота вам потребуются   х литровая банка  крышка для консервирования  закаточная машинка  в первую очередь поставьте кипятиться воду в кастрюле на газ  в это время   пока закипает  переберите ягоды от плодоножек  веточек и другого мусора  потом промойте хорошенько под проточной водой малину  банку тоже ополосните и засыпьте чистые ягоды      далее добавьте сахарный песок прямо в банку  стерилизовать предварительно не обязательно  так как заливать компот будите  раза кипятком   это и послужит стерилизацией  а вот крышку нужно прокипятить  минуты      когда закипит вода  залейте кипятком ягоды и накройте крышкой  немного воды может остаться  но это не страшно  так как никто не застрахован от разбрызгивания во время переливания из кастрюли  оставьте на   минут и затем при помощи специальной крышки с дырочками слейте содержимое обратно в кастрюлю       прокипятите компот из малины еще раз и залейте снова в банку  теперь закрутите крышку закаточной машинкой  чтобы проверить подтекает крышка или нет  я переворачиваю аккуратно банку вверх дном над раковиной  если крышку сорвет  то кипяток выльется не на пол  если все в порядке я ставлю банку вверх дном на полотенце  чтобы посмотреть не подтекает ли крышка   вот и все компот готов  когда он остынет  уберите в подвал или можно даже хранить дома  наслаждайтесь в зимнюю стужу сладким и ароматным компотом из малины          автор ольга костюк  так же обязательно приготовьте джем из малины с черной смородиной   
106;     витаминный смузи из персиков и абрикосов готовится очень быстро и выпивать его нужно сразу как приготовите  иначе напиток потеряет часть витаминов и потемнеет  самая трудоемкая работа  которая займет больше всего времени  это подготовка фруктов  персики и абрикосы нужно вымыть  обсушить  персики нарезать кусочками  вырезать косточку   если у персиков легко отделяется косточка  то разломайте их пополам и потом разрежьте каждую половинку на   части       абрикосы разломайте пополам  удалите косточку       пока занимаетесь фруктами  орехи на сковородке уже подсушатся  вам останется слегка потереть их ладошками  чтобы убрать темную кожицу  и затем порубить ножом или растолочь в ступке       первыми в чашу блендера отправьте персики  нарезанная мякоть имеет свойство быстро темнеть  измельчите персики в пюре            выложите к персиковому пюре абрикосы и еще раз все тщательно измельчите  если чаша блендера объемная  то можно сразу положить и персики  и абрикосы       измельчите фрукты в однородное пюре  перелейте пюре в высокую посуду  удобную для взбивания фруктов погружным блендером  добавьте мед по вкусу       взбейте фрукты с медом  влейте натуральный йогурт без ароматических добавок  снова все взбейте  на этот раз до появления пены на поверхности смузи       чтобы смузи из абрикосов с персиками выглядел наряднее  подать его можно в стаканах с сахарным ободком  для этого насыпьте в плоскую тарелку   ст  ложки сахара с крупными кристалликами  верх стакана смочите водой и обмакните стакан в сахар  слегка прижмите  поднимите  дайте сахару обсохнуть            разлейте готовый смузи в стаканы  сверху присыпьте молотыми орешками и сразу же подавайте  автор елена литвиненко     а если хотите привести свою фигуру в форму  готовьте почаще смузи для похудения с огурцом и капустой   
107;   яблоко и апельсин помойте  высушите и от каждого отрежьте по пару долек  хотя  по вкусу  вы можете их количество увеличить либо уменьшить     в бокал  в котором будете заваривать чай  положите яблоки и апельсин     добавьте в бокал зеленый чай и все пряности  душистый перец горошком  гвоздику  кардамон  молотый имбирь     положите мед и палочку корицы          залейте все кипятком     закройте кружку крышкой и оставьте настаиваться чай на   минут     затем через фильтрацию  марля  сито  перелейте чай в бокал  в котором будете его подавать и положите дольки апельсин и яблок  всем приятного чаепития и желаю новых вкусов    не менее ярким и вкусным получается имбирный чай с каркаде   
108;   фрукты тщательно моем под проточной водой  яблоки и груши нарезаем дольками  с абрикос вынимаем косточки  сливы оставляем в целом виде     подготовленные ягоды складываем на дно глубокой кастрюли     добавляем  или не добавляем  сахар     заливаем водой   ставим на большой огонь  доводим до кипения  уменьшаем газ  кипятим в течении   мин  накрываем крышкой и даем настояться   чтобы плоды не разварились и не потеряли форму  соблюдайте время приготовления компота из фруктов  не переваривайте   компоты из мягких ягод  таких как клубника  советую не варить  а заливать сладким сиропом          когда фруктовый компот остынет  останется разлить готовый десерт по банкам  или в кувшин  и поставить в холодильник   
109;   фрукты пред использованием следует хорошо вымыть  именно так мы поступаем и со сливой и остальными фруктами  складываем их в кастрюлю  персик следует нарезать  косточку выкинуть     сразу же в кастрюлю высыпаем и сахар  сахара на три литра компота необходимо взять стакан  так учитывая имеющуюся у сливы кислинку  компот получится не слишком сладким  что прекрасно сыграет на руку  когда вы будете утолять жажду в летний зной     фрукты заливаем очищенной водой  ставим кастрюлю с фруктами на средний огонь и ждем  когда вода закипит     а теперь самое главное  как сохранить максимально витамины в компоте  самое главное не варить компот из фруктов и ягод слишком долго и на большом огне  варить его следует на маленьком огне и не дольше  минут после закипания  после этого компот следует накрыть теплым полотенцем и дать ему в таком состоянии остыть  так компот настоится  и вкус его станет богаче   так же рекомендуем приготовить персиковый компот с черной смородиной   
110;   тыкву нужно очистить от корки  вырезать волокнистую часть мякоти  выбрать семена  тыквенные семечки можно подсушить в духовке  освободить от шелухи и добавлять в салаты  выпечку  десерты  очищенную тыкву нарезать кубиками  выложить в смазанную маслом форму  поставить в духовку с температурой  градусов на  минут      запекать тыкву пока она не станет мягкой и не испарится лишняя жидкость  остудить  переложить в миску      банан нарезать ломтиками  если нужен не просто прохладный напиток  а хорошо охлажденный  то пока запекается и остывает тыква  подержите банан в морозилке       яблоки очистите от кожицы  нарежьте небольшими кубиками  так блендеру будет легче превратить их в однородное пюре           сначала измельчите в блендере бананы до однородности  добавьте к ним кусочки яблок      перемалывайте яблоки пока даже самые мелкие кусочки мякоти не превратятся в пюре  выложите в бананово яблочное пюре печеную тыкву  взбейте       через   минуты масса станет однородной  густой  добавьте в смузи любой подсластитель  мед  сахар  фруктовый сироп и т  п       влейте стакан нежирного кефира или йогурта  взбейте блендером все ингредиенты в однородную  пышную массу            разлейте готовый смузи по стаканам и сразу же подавайте  чтобы напиток получился не только вкусным  но и ароматным  в стаканы можно добавить по щепотке корицы или молотого миндального ореха       автор елена литвиненко      узнайте также  что можно есть в страстную неделю   
111;   по шагам смузи делается так   яблоки нужно вымыть  снять кожуру  убрать сердцевину  нарезать на тонкие ломтики     дальше готовить яблоки можно двумя вариантами  первый  завернуть их в фольгу и запекать  минут в духовом шкафу при температуре   градусов  второй вариант  он проще и быстрее   выложить в чашку  закрыть блюдцем или крышкой и поставить в микроволновую печь на  минут при максимальной мощности  вот так должны выглядеть яблоки после тепловой обработки  оставить их остывать примерно на  минут     когда яблоки немного остыли  можно начинать смешивать все ингредиенты в блендере  положить в него яблоки  очищенные от шкурки и нарезанные на кусочки бананы  влить йогурт и мед  включить блендер на максимальную скорость примерно на минуту     разлить смузи по бокалам  сверху натереть палочку корицы  или просто посыпать молотой корицей            по желанию можно добавить в бокалы по кусочку мороженого  подавать с трубочками  украсить бокалы можно  положив в них по палочке корицы     так же предлагаем вам попробовать смузи из дыни с вишнёвым соком   
112;   стебли черешкового сельдерея тщательно промываем под водой  особое внимание уделяем месту прикрепления черешков к кочанчику  обычно это самые загрязненные места  разрезаем черешки на небольшие кусочки  счищаем грубоватую кожицу вместе с прожилками      очищенный сельдерей нарезаем небольшими кусочками и складываем в чашу блендера  поскольку сельдерей самый твердый из используемых в рецепте продуктов  он будет измельчаться первым      яблоки очищаем от кожицы  разрезаем на несколько частей  чтобы удобно было вырезать семена     измельчаем сельдерей до однородного пюре           добавляем в блендер яблоки  снова все перемалываем     для смузи выбираем нежирный кефир или натуральный йогурт без ароматических и вкусовых добавок  при желании жидкая составляющая может меняться  разбавьте смузи яблочным соком  разведенным кипяченой или минеральной водой или обычной минералкой без газа      орехи можно добавить в смузи  но тогда их нужно перемолоть отдельно или перед тем  как закладывать в блендер сельдерей  или мелко порубить ножом и посыпать смузи сверху      готовый фруктово овощной смузи вальдорф сразу же разливаем по стаканам  в измельченных овощах и фруктах витамины быстро разрушаются  так что даже недолгое хранение превратит вкусный и полезный напиток в  практически бесполезную еду  вкусным он конечно же останется  но витаминная составляющая сойдет на нет           автор елена литвиненко     так же предлагаем вам попробовать морковный смузи на завтрак   
113;       коктейль  который я предлагаю  по составу и процессу приготовления очень прост  приготовить его сможет даже ребенок  но его потрясающий  яркий и освежающий вкус позволит вам окунуться в жаркое лето тропических стран       манго помыть  очистить от кожуры с помощью ножа для овощей  и освободить от косточки  нарезать кусочками    киви также очистить как и манго и разрезать пополам   сок предварительно охладить    в блендер уложить кусочки киви и манго и влить ананасовый сок  взбить       готовый коктейль разлить по красивым бокалам или фужерам  вставить соломинку и подавать к столу    восхитительно вкусный тропический коктейль готов  наслаждайтесь   
114;   срезаем кожицу с манго  вырезаем косточку       мякоть разрезаем на кусочки и отправляем в блендер  если манго очень спелое и сладкое  то подслащивать смузи не придется      морковь чистим  лучше всего взять сладкую сочную морковку   разрезаем кружочками и тоже отправляем в блендер      добавляем натуральный обезжиренный йогурт  у меня домашний йогурт            морковно манговый смузи посдлащиваем медом или сахаром  если на мед аллергия      взбиваем все ингредиенты сначала на низкой  а затем на высокой скорости  нужно получить абсолютно нежный однородный и густой напиток  кстати  если получается не напиток  а пюре  то нужно добавить немного воды      вкус моркови в готовом смузи практически отсутствует  при этом вся польза моркови сохраняется   какое удовольствие начать новый день с такого яркого и вкусного напитка   приятного аппетита   
115;    собираем ингредиенты для чая       вымойте цитрусовые  а затем острым ножом снимите с плодов цедру  отрежьте по  кружочка лайма и лимона  по одному ломтику отложите для украшения чашки       положите в чашку лимон  лайм и   листиков мяты  хорошенько разомните фрукты и травку чайной ложкой  чтобы они пустили сок        добавьте промытый в горячей воде изюм и пакетик с чаем  веревочку  чтобы не соскользнула  закрутите вокруг ложки              залейте содержимое чашки кипящей водой  прикройте блюдцем подходящего размера и оставьте на  минут  за это время чай заварится  а цитрусовые и мята поделятся с ним своим вкусом и ароматом   кстати  воду лучше использовать хорошую  а не из крана  от воды очень сильно зависит вкус чая  к примеру  хорошую питьевую воду можно заказать на сайте           мы такую воду не только просто пьем  но используем для чая и приготовления блюд       процедите напиток через ситечко  изюм не выбрасывайте  а оставьте в чае  он добавит ему сладости  украсьте край чашки надрезанными ломтиками лайма и лимона  а на поверхность напитка пустите плавать   листочка мяты  положите сахар по вкусу  перемешайте       теперь можете наслаждаться насыщенным  кисловато терпким вкусом и тонким ароматом мятного чая  приятного аппетита   кекс с изюмом еще больше подчеркнет гармоничный вкус напитка   
116;   клюкву промыть  убрать веточки и листочки  если есть       берем глубокую тарелку  насыпаем в нее нашу вымытую клюкву и добавляем   литра воды       взбиваем клюкву блендером или разминаем вилкой       протираем  получившуюся массу  через сито            так  чтобы сок стек в отдельную посуду  он нам позже пригодится        оставшуюся массу кладем в кастрюлю и  заливаем тремя стаканами воды       доводим до кипения  и варим   минут    снимаем с огня и снова процеживаем  получившиеся жмых выбрасываем  а полученную жидкость снова ставим на огонь       добавляем сахар и перемешиваем            тонкой струйкой всыпаем манку  постоянно помешиваем и следим  чтобы не было комков       варим на малом огне  минут и не забываем помешивать  каждые   минуты       выключаем газовую плиту и даем немного остыть нашей клюкве    добавляем клюквенный сок       взбиваем миксером  минут  я взбивала блендером        разлаживаем полученный мусс в бокалы или креманки        и ставим в холодильник на  часа       после двух часов  можно подавать на стол  мусс можно украсить клюквой и веточкой мяты рекомендуем также рецепт приготовления мусса из хурмы  это еще один витаминный и очень полезный напиток     приятного аппетита      
117;   для приготовления смузи тыкву необходимо предварительно запечь  отварить  протушить   оптимальным является запекание   так сохраняется максимум полезных элементов  кроме того  этот способ наименее трудоемкий  что играет большую роль для занятых современных женщин  для запекания тыкву очищаем от семечек и разделяем на небольшие куски  запекаем на сухом противне при температуре   градусов до мягкости       семечки очищаем от волокон и на небольшой сковороде помещаем в духовку одновременно с тыквой  на другой противень или рядом с уже имеющимся  зависит от размеров духового шкафа        готовность семечек определяем по тому  насколько легко они очищаются и каковы ядра на вкус  если они слегка похрустывают и не кажутся сырыми   можно доставать их из духовки    готовую тыкву очищают от кожуры и  при необходимости  от подгорелых участков  семечки также очищают от кожуры        тыкву с семечками и медом измельчают с помощью блендера или кухонного комбайна  к измельченным продуктам добавляют кефир  йогурт  и взбивают до образования однородной пышной массы              вот так просто готовится смузи с тыквой и кефиром  так же рекомендуем вам приготовить смузи с хурмой и мандаринами   
118;   для приготовления фруктового смузи можно взять свежевыжатый апельсиновый сок или же цельный фрукт  тогда нужно будет очистить дольки от пленок  очищаем апельсин  разделяем на дольки и очищаем от пленок  для этого удобно надрезать каждую дольку ножом сверху  затем легко отделить пленочки слева и справа      выкладываем очищенный от пленок апельсин в чашу блендера  взбиваем      добавляем половинку банана и персика  добавляем несколько капель лимонного сока  снова взбиваем пока не получится более менее однородное пюре  если будут маленькие кусочки фруктов   то это только плюс       теперь нам потребуется колотый лед либо лед в формочках  который мы раскрошим блендером вместе с фруктами  льда возьмите столько  чтобы он составлял хотя бы третью часть от общего объема готового десерта           фруктовый смузи со льдом сразу же разливаем по бокалам и подаем  кушать его нужно ложкой  так как десерт очень густой и холодный   приятного аппетита   так же попробуйте приготовить фруктовый смузи из черной смородины и персика   
119;    собираем ингредиенты для нашего чая       чернослив вымойте в горячей воде и порежьте небольшими ломтиками  порубите плоды шиповника  мелиссу измельчите  цедру лайма поломайте на кусочки       пересыпьте все ингредиенты в предварительно прогретый кипятком  заварочный чайник       залейте чай с мелиссой и шиповником кипящей водой  накройте крышкой и оставьте на  минут для заваривания             вымойте и нарежьте тонкими кружочками лайм       налейте готовый напиток в чашку  если вы используете обычный фарфоровый чайник  а не металлический или стеклянный со специальным прессом  обязательно отцедите травяной чай через ситечко  чтобы в чашку не попали мелкие частички травы         добавьте один два кусочка сахара и перемешайте душистый напиток       положите один кружочек лайма в чай  вторым украсьте край чашки    подавайте ароматный чай с любыми сладостями по вкусу  мармеладом  зефиром или хрустящим печеньем  приятного аппетита   
120;   ягоды промойте проточной водой    фото      вскипятите воду  высыпьте в нее ягоды     проварите на слабом огне около   минут  снимите с огня  укутайте чем нибудь теплым и дайте напитку настояться в течении   часов  затем выдавите в него сок из половины лимона и добавьте мед  количество меда кладите на свой вкус  если вы любите сладкое  можно положить чуть больше     напиток с шиповником можно пить как охлажденным  так и теплым   
121;   морковь чистим  нарезаем кружочками  сельдерей удобно и быстро нарезать кухонными ножницами  выкладываем овощи в блендер      добавляем к овощам йогурт  у меня домашний нежирный йогурт  можно йогурт заменить на ряженку  кефир или любой другой кисломолочный продукт  лишь бы в нем не было сахара  красителей и консервантов      изюм тщательно промываем и удаляем все сухие веточки  изюм должен быть без косточек  мягкий  выкладываем горсточку изюма в блендер      чтобы смузи получился не только полезным  но и вкусным  я подсластила его жидким медом  мне хватило двух чайных ложек  но это на ваш вкус  добавляем мед к остальным ингредиентам           теперь осталось только взбить все в однородную массу  за вас это сделает блендер  можно пока заняться другими вещами  например  приготовить чай или кофе      разливаем смузи по стаканчикам  можно подавать   в прикуску с орешками такая вкуснятина   хорошего утра   
122;   подготовьте все ингредиенты для приготовления чая масала  вам понадобится черный чай  сухое молоко  сахар  и специи по вашему вкусу       в чистой и сухой миске смешайте сахар  имбирь  мускатный орех  порошок имбиря  корицу и бадьян  звездочку бадьяна поломайте на кусочки  перемешайте    затем добавьте сухое молоко       к полученной смеси добавьте  столовые ложки черного чая без добавок       перемешайте все ингредиенты  заготовка готова             подготовьте баночку  она должна быть чистой и сухой     переложите смесь для масала чая в баночку        баночку закройте и положите в подарочный пакетик  на бумажке можно написать как правильно заваривать чай и положить вместе с баночкой       заваривать чай масала нужно следующим образом  в кружку положить  ст л  заготовки и залить горячей водой   помешать  дать постоять  минуты и можно наслаждаться вкусным индийским чаем      ну а халва из моркови отлично дополнит необычный напиток   
123;   насыпаем в глубокую посуду овсяные хлопья  вливаем  ст  л  кипящей воды  перемешиваем  чтобы все хлопья увлажнились  оставляем на  минут    любите полезные завтраки  приготовьте обязательно овсяную кашу с корицей и бананом      пока хлопья разбухают  подготовим фрукты  банан очистим  нарежем кружочками       яблоко разрежем на  части  удалим семена  нарежем кубиками  кожицу не обязательно срезать  чистить яблоки нужно только если на них есть пятна или какие то повреждения  подпорченные места       за  минут хлопья впитают кипяток  станут мягкими  если вся жидкость не впиталась  ничего страшного  дольше овсянку держать в кипятке не нужно             в блендер загружаем распаренную овсянку  нарезанные бананы и взбиваем до однородного состояния       высыпаем черную смородину  свежую или замороженную  какая есть   размалываем в пюре       добавляем кусочки яблок  измельчаем в пюре       подсластить смузи можно медом или сахаром  добавляйте что есть            вливаем натуральный йогурт без добавок или кефир  все ингредиенты у нас уже добавлены и теперь нужно только взбить смузи  чтобы напиток стал пышным  воздушным       все  полезный и вкусный смузи готов  на основе овсяных хлопьев он получится достаточно густым  и его удобнее есть ложкой  или добавить больше йогурта  кефира   чтобы смузи можно было пить как густой напиток       еще варианты для фруктовых смузи     яблоко   банан   вишня   кефир или минеральная вода     персик   банан   яблоко   фруктовый сок  йогурт или минералка без газа     клубника   йогурт   банан     абрикосы   яблочный сок   вишня     арбуз   дыня   минеральная вода     груша   банан   йогурт   корица молотая     яблоко   морковь   банан     груши   яблоки   банан   овощные смузи     черешковый сельдерей   сладкий перец   огурец   йогурт     черешковый и листовой сельдерей   огурец   петрушка   йогурт или кефир     тыква   морковь   яблоко   мед   йогурт   
124;   для приготовления кофейного ликера можно брать любой сорт кофе  но важно чтобы зерна не были пережарены  очень ароматным и вкусным получается ликер из кофе сорта арабика  варим крепкий кофе из свежемолотых зерен  нам понадобится  ч  л  молотого кофе  и  мл  воды       оставшиеся  мл  воды доводим до кипения  немного остужаем  в мисочку выкладываем вареную сгущенку и вливаем слегка остывшую кипяченую воду  она должна быть горячей   размешиваем до однородности  пока сгущенка не станет жидковатой       через мелкое ситечко вливаем в разведенную сгущенку горячий крепкий кофе  еще раз тщательно размешиваем       перед тем  как добавлять в ликер водку  нужно отфильтровать смесь через марлевый фильтр с ватной прокладкой  сделать его очень просто  между двумя слоями марли помещаем слой ваты и кладем фильтр в ситечко  тонкой струйкой выливаем получившуюся жидкость  проходя через фильтр  смесь очистится от примесей  станет однородной            отфильтрованный кофе со сгущенкой слегка подогреваем и добавляем сахар по вкусу  размешиваем до полного растворения сахара      ароматизировать домашний кофейный ликер можно добавлением ванилина  на указанное количество ингредиентов достаточно одного пакетика ванилина или ванильного сахара  еще раз размешиваем  теперь будущий ликер нужно остудить до комнатной температуры  а когда остынет ложкой аккуратно собрать пену с поверхности  если она останется        остывшую смесь переливаем в банку с плотно закручивающейся крышкой       вливаем  мл  водки  закрываем крышкой и интенсивно взбалтываем до соединения двух субстанций  ликер должен получиться однородным  без расслоений            получившийся ликер разливаем по бутылкам  настаивать кофейный ликер не обязательно  минут через   после добавления водки он уже готов к употреблению  но все же сразу приступать к дегустации не стоит  чем дольше ликер настаивается  тем вкуснее и ароматнее он становится  дайте ликеру время вызреть  настояться  подержите его в закрытой емкости   недели  по вкусу вызревший ликер получается очень приятным  в меру сладким  бархатистым  со сливочными нотками и чудесным ароматом кофе  его можно добавлять в кофе  кремы  коктейли  десерты  использовать для пропитки тортов и по прямому назначению  как алкогольный напиток  хранить домашний кофейный ликер можно как в холодильнике  так и при комнатной температуре      автор елена литвиненко     
