Номер;Рецепт
460;                                              перец чили размять в стакане  добавить к перцу все ингредиенты  смешать                                                                                           перед подачей украсить стручком перца                                             
461;                                              смешать все ингредиенты  украсить веточкой тимьяна и дольками грейпфрута                                              
462;                                              приготовить овсяное молоко  в миску положить овсяные хлопья  залить холодной кипяченой водой и оставить на   часов при комнатной температуре  по истечение времени всю массу пробить в блендере до однородности  откинуть на мелкое сито  я еще пропустила через два слоя марли   овсяное молоко готово  овсяное молоко можно хранить в холодильнике не больше недели                                                                                          грушу помыть  обсушить  очистить от кожуры и семечек  нарезать небольшими кусочками                                                                                          банан помыть  обсушить и очистить от кожуры  нарезать кусочками                                                                                          в чашу блендера выложить грушу  банан  добавить размороженную вишню и пробить до однородности  это можно сделать и с помощью погружного блендера                                                                                           затем влить  мл овсяного молока и пробить все вместе  примерно  секунд  разлить по бокалам и наслаждаться  приятного аппетита                                            
463;                                              киви вымыть  почистить  нарезать кубиками                                                                                         клубнику вымыть  почистить  крупную   порезать кубиками                                                                                         банан почистить  нарезать кубиками                                                                                         соединить все ингредиенты в чаше блендера  добавит кокосовое молоко  или обычное  и хорошо взбить  до нужной  консистенции довести водой или молоком                                                                                         разлить по бокалам и наслаждаться                                           
464;                                              сварить язык в кипящей воде    ч  обдать холодной водой  снять кожу чулком  язык остудить и нарезать небольшими кубиками  картофель очистить  нарезать небольшими кубиками  залить кипящей водой  сварить до мягкости   мин  откинуть на дуршлаг  сохранив  стакан отвара  картофель и отвар остудить                                                                                            сварить яйца вкрутую  очистить  остудить  белки мелко порубить  мелко нарезать зеленый лук  положить в кастрюлю  добавить вареные желтки  всыпать щепотку соли  растолочь пестиком  чтобы лук выделил сок  влить остывший картофельный отвар  перемешать                                                                                            огурцы очистить от кожицы  нарезать небольшими кубиками  положить в кастрюлю  луком и желтками  добавить нарезанный тонкими кружками редис  язык  белки  картофель и квас  поставить в холодильник настаиваться минимум на  ч                                                                                            подавать окрошку холодной  со сметаной                                            
465;                                              очистить и очень мелко нарезать лук  картофель сварить в мундире  обдать холодной водой  очистить  нарезать небольшими кубиками  сварить яйца вкрутую  очистить  остудить  мелко порубить  огурцы при желании очистить от кожицы  нарезать небольшими кубиками                                                                                           такими же кубиками нарезать семгу  у укропа удалить стебли  листочки порубить как можно мельче  смешать все подготовленные ингредиенты в кастрюле                                                                                            размешать сметану с  стаканом кваса до однородности  влить в кастрюлю  перемешать  долить оставшийся квас до желаемой густоты окрошки  при желании посолить  поставить в холодильник настаиваться минимум на  ч  подавать холодной                                            
466;                                              смешать все ингредиенты с большим количеством льда  перемешать в шейкере  подавать в котельном бокале                                             
467;                                              положите половину смородины в большую кастрюлю  залейте водой  доведите до кипения  уменьшите огонь и варите минут   пока ягоды не станут мягкими  процедите  сохранив отвар  при помощи погружного блендера измельчите смородину в пюре                                                                                           перемешайте в маленькой миске сахар и кукурузную муку  добавьте  ст л  ягодного пюре и тщательно перемешайте  положите ягодное пюре и пасту в кастрюлю с отваром и варите на сильном огне  минут  взбивая  смесь должна загустеть                                                                                          уменьшите огонь  добавьте оставшуюся смородину  лимонный и апельсиновый сок и цедру  доведите до кипения  снимите с огня и остудите до комнатной температуры  добавьте квас  перемешайте                                                                                           на стол подавайте  украсив ложкой сметаны и листочком мяты                                            
468;                                              все ингредиенты смешать в шейкере с большим количеством льда  подавать в бокале хайбол  украсить свежими ягодами личи                                            
469;                                              цветки отделить от цветоложа  можно использовать и целые цветки  и заварить их кипятком  примерно  л   настаивать  дня  не больше  чтобы не скисли                                                                                           слить темно коричневый настой  отжав цветки                                                                                           долить подогретую оставшуюся воду  предварительно растворив в ней сахар  и добавить сок апельсина и лимона  изюм                                                                                           посуду накрыть марлей и оставить еще на  дня  бродить                                                                                           затем с помощью трубочки  чтобы не попал осадок  перелить вино в большую бутыль  не доливая до края примерно четверть объема  и закрыть бродильной пробкой  ватой  завернутой в марлю  или тонкой резиновой перчаткой                                                                                            после окончания брожения аккуратно разлить вино по бутылкам и выдерживать  месяцев для созревания  вина получается около  литров                                            
470;                                              текилу  ликер  сок лайма и сироп налить в блендер  положить малину и добавить  кубиков льда  взбить до густого состояния  перелить содержимое в бокал гибралтар                                                                                           открыть пиво и под наклоном вставить горлышком в бокал  украсить лаймом                                            
471;                                              промойте листовую зелень в холодной воде  стряхните  положите в кастрюлю и залейте  стаканами холодной воды  поставьте на огонь  доведите до кипения и варите на среднем огне  мин  откиньте на сито и протрите или измельчите в блендере  остудите                                                                                          огурцы очистите от кожицы и натрите на терке  мелко нарежьте укроп и зеленый лук  положите огурцы  укроп и зеленый лук в миску  посолите и разотрите деревянной ложкой  чтобы выделился сок                                                                                          залейте огурцы квасом  добавьте протертую зелень и перемешайте  положите в миску лед                                                                                          разложите по тарелкам ломтики кижуча и залейте ботвиньей                                            
472;                                              в шейкер налить ликер  сироп черной смородины  варенье и сок лимона  перемешать  шейк отфильтровывать с помощью ситечка в бокал чиллер и засыпать кусковой лед                                                                                          долить просекко и перемешать  вставать трубочку  сверху сделать шапку из краша  украсить черносливом и взбитыми сливками                                            
473;                                              в бокал хобстар  мл налить имбирный фреш  сахарный сироп и лимонный фреш                                                                                          положить кусковой лед и  и слайса имбиря                                                                                          долить содовой и перемешать барной ложкой                                            
474;                                              все ингредиенты смешать в шейкере с большим количеством льда  подавать в бокале мартини  украсить ягодами смородины                                            
475;                                              очищенный имбирь натереть на мелкой тёрке                                                                                          выжать сок из морковки и яблок                                                                                          смешать в высоком бокале два вида сока и имбирь  процедить через сито  при необходимости  и добавить спирулину  перемешать и выпить                                            
476;                                              яблоко нарежьте тонкой соломкой  смешайте с гранатовым соком  лимоном и мёдом  дайте настояться    мин                                                                                          залейте яблочно гранатовую смесь кипятком  дайте настояться    мин  процедите и подавайте с ломтиками яблок и парой гранатовых зёрен                                            
477;                                              поместите все ингредиенты в чашу и измельчите погружным блендером до однородного состояния  летом можно кинуть в смузи несколько кубиков льда                                             
478;                                              все ингредиенты измельчить в блендере до однородного состояния  пить нужно сразу  это не тот напиток  который стоит готовить впрок                                             
479;                                              айву тщательно очистить от шершавого слоя и помыть                                                                                           не срезайте кожуру с айвы  она даст компоту весь свой аромат                                                                                          разрезать плоды на  части и вырезать серединки с семечками                                                                                          нарезать четвертинки айвы на красивые дольки  для того чтобы дольки не потемнели добавьте в воду для хранения лимонной кислоты или сок лимона                                                                                          сироп сварите для каждой банки  за раз выйдет   банки  в кастрюлю наберите    л фильтрованной воды и дайте ей закипеть добавьте   грамм сахара и размешайте его                                                                                          выкложите  кг айвы дольками  можно чуть больше  и дать покипеть на медленном огне минут    если айва очень спелая и начнет развариваться  то хватит  минут если айва зеленоватая  то проварите минут   и попробуйте  можно добавить в компот лимон   по вкусу                                                                                           подготовьте стерильные банки и крышки                                                                                           выложите в банку нарезанные дольки и залейте до самого верха  жидкостью закатайте банки крышками закаточной машинкой переверните крышкой вниз и тщательно укутайте теплым одеялом на сутки для дополнительной стерилизации                                                                                          готовый компот храните в прохладном месте                                             
480;                                              айву почистите  нарежьте дольками и бросьте в подсоленную воду  чтобы плоды не потемнели  на  л воды  ст  ложку соли                                                                                           очистите яблоки от кожуры и семечек  нарежьте дольками и опустите на  минуты в кипящую воду  после выловите их и разложите по стерильным банкам  айву промойте и также проварите  минут  а затем  в банки                                                                                           сахар растворите в воде  доведите до кипения и залейте этим сиропом компот                                            
481;                                              в блендере измельчить кешью и овсянку  добавить соль  сахар  муку                                                                                          добавить кленовый сироп  ванильный экстракт  смешать все  добавить шоколадную стружку                                                                                          сформировать шарики и убрать в холодильник до затвердения                                                                                          в блендере взбить бананы  добавить немного молока и крошки печенья  взбить                                                                                          подавать с шариками  приятного аппетита                                            
482;                                              засыпаем ягоды в чашу мультиварки  добавляем полтора литра воды  сахар и ставим режим  десерт   градусов на  минут  готовить нужно с открытой крышкой                                                                                           за  мин  до окончания приготовления  добавьте разведенный в  мл холодной воды крахмал  перемешайте  затем процедите кисель и остудите                                            
483;                                              нарезанные кружочками апельсин и лимон  очищенный корень имбиря положить в чайник и слегка помять мадлером  добавить мед  чай и налить кипяток  подогреть паром  или на огне   украсить долькой яблока                                             
484;                                              для кордиала сок алоэ и сахар прогрейте в сотейнике на слабом огне  не доводя до кипения  сахар должен полностью раствориться  продолжите прогрев ещё  мин  избегайте появления пенки                                                                                          в бокал хайболл налейте пюре маракуйи  сок лайма  кордиал и добавьте мяту  перемешайте барной ложечкой                                                                                          добавьте дроблённого льда  перемешайте  добавьте гранатовый сироп и ещё льда до края бокала                                                                                          добавьте содовую воду  перемешайте и подавайте                                            
485;                                              для кордиала сок ягод годжи и сахар прогрейте в сотейнике на слабом огне  не доводя до кипения  сахар должен полностью раствориться  продолжите прогрев ещё  мин  избегайте появления пенки                                                                                          все ингредиенты переложите в блендер  заполните его до самого верха  дроблёным льдом                                                                                          взбейте до однородности и перелейте коктейль в бокал слинг                                            
486;                                              насыпьте в блендер на   объёма дроблёный лёд                                                                                          добавьте все ингредиенты  взбейте до однородности                                                                                          перелейте в бокал бамбук и сразу подавайте                                            
487;                                              насыпьте в блендер на   объёма дроблёный лёд                                                                                          добавьте все ингредиенты  взбейте до однородности                                                                                          перелейте в охлаждённый бокал слинг и сразу подавайте                                            
488;                                              лайм нарезать дольками  выдавить сок и положить в кувшин  добавить все ингредиенты  лед и перемешать барной ложкой  украсить веточкой мяты                                              
489;                                              смешать все ингредиенты  подогреть и подавать горячим                                             
490;                                              подогреть отвар  смешать все ингредиенты и подавать горячим                                             
491;                                              смешать все ингредиенты и подавать в бокале со льдом                                            
492;                                              смешать все ингредиенты и подавать в бокале со льдом                                             
493;                                              в бокал  выложить мякоть   маракуйи  в шейкере размять свежий огурец  добавить остальные ингредиенты  перемешать и процедить в бокал с крупным льдом                                                                                           долить игристым вином и перемешать барной ложкой  украсить   маракуйи и длинным слайсом огурца на шпажке                                             
494;                                              приготовьте грушевое пюре  помойте грушу  очистите от кожицы и удалите сердцевину с семечками  нарежьте грушу кубиками  положите в кастрюлю и долейте воды до уровня продукта  варите  минут  припущенные кубики груши измельчите в блендере                                                                                          отрежьте два колечка чили перца и положите в шейкер  добваьте текилу  грушевое пюре  медовый сироп  лимонный сок и бренди  взболтайте                                                                                          положите кубики льда в бокал олд фэшн  возьмите сито и через него из шейкера перелейте коктейль в бокал                                                                                          нарежьте чили перец мелкой соломкой  коктейль украсьте слайсом груши и тремя кусочками чили                                            
495;                                              возьмите куриное яйцо и отделите белок от желтка  белок перелейте в шейкер                                                                                          в шейкер добавьте джин  кампари  амарето  грейпфрутовый фреш  лимонный сок и сахарный сироп  сильно взболтайте                                                                                          возьмите коктейльный бокал и вылейте в него напиток  дождитесь пока белковая пена поднимется вверх                                                                                          сверху украсьте безе                                           
496;                                              возьмите куриное яйцо и отделите белок от желтка  белок перелейте в шейкер                                                                                          в шейкер добавьте ром  ликер  сок лайма и сахарный сироп  сильно взболтайте                                                                                          возьмите коктейльный бокал и вылейте в него напиток  дождитесь пока белковая пена поднимется вверх                                                                                          сверху на готовый коктейль потрите шоколад                                           
497;                                              перелейте в шейкер виски  бренди  лимонный сок  хорошо взболтайте                                                                                          положите несколько кусочков льда в винный бокал  возьмите сито и через него из шейкера перелейте коктейль в бокал  долейте просекко                                                                                          харах лукуп проткните шпажкой и поставьте между кусочками льда  украсьте листочком кафира                                            
498;                                              молодые черешки листьев ревеня промыть  нарезать кусками длиной  см и замочить в холодной воде на  мин                                                                                          яблоки очистить от сердцевины  нарезать тонкими дольками                                                                                          приготовить сироп  растворить сахар в   л воды  довести до кипения  добавить корицу и лимонную цедру  кипятить  мин                                                                                          уложить яблоки и ревень в банку  залить горячим сиропом  добавить промытую и просушенную красную смородину прямо с веточками  наполненные доверху банки накрыть прокипяченными крышками и поместить в кастрюлю с подогретой водой для стерилизации   время стерилизации при с для банок вместимостью  л   мин  после чего банки закатать  перевернуть вниз горлышком и охладить                                            
499;                                              пробить все ручным блендером                                                                                          перелить в шейкер и взбить                                                                                          процедить через мелкое сито коктейль в ледяной бокал шале                                                                                          готовый напиток посыпать малиновой пылью в виде надписи                                             
500;                                              смешать все ингредиенты                                                                                          подать с кусочком льда и апельсином                                             
501;                                              смешать все ингредиенты                                                                                          облить край стакана растопленным шоколадом                                                                                          подать коктейль                                            
502;                                              шейкер наполните льдом на    налейте все ингредиенты  кроме малинового ликера  закройте  взбивайте  сек                                                                                           края охлажденных шотов смажьте лаймовым соком  окуните в смородиновую пыль с сахарной пудрой  очень аккуратно процедите коктейль в шоты  верхним слоем влейте малиновый ликер                                                                                           поставьте шоты на поднос  украсьте миндалем и клубникой  подавайте немедленно                                            
503;                                              в блендере смешать банан  лимон  мёд цветочный  сок лимона и молоко                                                                                           добавить лед фраппе  взбить всё до однородной массы  украсить стручком ванили и долькой апельсина                                            
504;                                              выжмите сок из яблока  винограда  шпината и огурцов                                                                                           украсьте листочком мяты и сразу же подавайте                                             
505;                                              очистите киви  выжмите сок из киви  сельдерея и огурцов                                                                                           смешайте соки в кувшине  добавьте лимонный сок и мед  подавайте сразу же                                            
506;                                              лимоны нарежьте  разложите по бокалам вместе с листочками базилика и разомните пестиком                                                                                           выжмите сок из яблок и киви  разлейте по бокалам  добавьте газированную воду  пейте через трубочку                                            
507;                                              очистите овощи и фрукты  выжмите сок                                                                                          разложите по стаканам кубики льда  залейте соком                                             
508;                                              тщательно вымойте груши и при помощи соковыжималки выжмите из них сок                                                                                           очистите банан  нарежьте произвольно  положите в блендер  добавьте грушевый сок  арахисовую пасту и мед                                                                                           положите в блендер  крупных кубиков льда и взбейте до однородности  подавайте немедленно                                            
509;                                              очистите свеклу и сладкий перец  при помощи соковыжималки выжмите сок из свеклы  помидоров и сельдерея                                                                                          приправьте свежевыжатую смесь бальзамико  а также вустерским и соевым соусом по вкусу                                                                                           наполните высокие бокалы льдом  установите в них по черешку сельдерея  влейте смузи  приправьте черным перцем и подавайте                                            
510;                                              тщательно вымойте яблоки и сельдерей при помощи соковыжималки выжмите сок их них и кружочка лимона                                                                                           нарежьте огурцы средними кусочками и положите в чашу блендера  снимите листочки тархуна с веточки  добавьте к огурцам                                                                                           влейте выжатый сок  добавьте  крупных кубиков льда и взбейте до однородности                                                                                           разлейте по высоким стаканм  посыпьте цедрой лайма и подавайте                                            
511;                                              очистите морковь и имбирь  выжмите из них сок при помощи соковыжималки                                                                                           немного подогрейте кокосовое молоко  добавьте мед  корицу и ванильный сахар и перемешайте до однородности                                                                                           разлейте кокосовую смесь по стаканам или жаропрочным кружкам  долейте морковным соком и подавайте                                            
512;                                              вскипятите молоко в сотейнике  насыпьте какао и сахар в небольшую миску и влейте  мл кипящей воды  хорошо размешайте  чтобы не было комков  перелейте получившуюся смесь в горячее молоко и  помешивая  доведите до кипения                                                                                          уменьшите огонь до слабого и варите какао   мин  немного остудите и разлейте по чашкам  украсьте взбитыми сливками и сразу же подавайте                                            
513;                                              в кастрюльку наливаем молоко  подогреваем его на плите и опускаем кусочки шоколада                                                                                          дожидаемся  пока шоколад растворится в молоке  и кидаем в кастрюльку кусочки зефира  даем зефиру слегка размягчиться                                                                                          перекладываем шоколадно зефирную массу в чашу блендера  взбиваем до однородности массы                                                                                          переливаем в чашку  за счет того  что зефир по консистенции легче молока  он поднимается наверх  образую зефирную подушку                                                                                          сверху напиток украшаем тертым на мелкой терке шоколадом                                            
514;                                              в стакан выложить ягоды  лимон и мяту  размять  проварить с кипятком  добавить мед  перемешать                                                                                            подавать горячим  бокал также можно украсить веточкой мяты                                             
515;                                              клюкву размять  добавить корицу  мед и залить горячей водой  налить чай в бокал  добавить палочку корицы  подавать горячим                                              
516;                                              в сотейнике смешайте сахар  воду и лимонную кислоту  доведите до кипения и варите   минут                                                                                           лимона нарежьте  сложите в большую емкость  разомните  добавьте мяту  несколько веточек отложите  и залейте горячим сиропом  осудите до комнатной температуры и процедите                                                                                          разбавьте сильно газированной водой по вкусу и добавьте свежие ломтики лимона и веточки мяты                                             
517;                                              стручок ванили разрежьте на несколько частей  заварите зеленый чай вместе со стручком ванили  остудите                                                                                          отфильтруйте чай  смешайте с персиковым сиропом  от консервированных персиков                                             
518;                                              заварите мяту  мл кипятка  добавьте сахар  перемешайте  остудите до комнатной температуры и удалите веточки мяты                                                                                          смешайте мятный настой с  холодным чаем  при необходимости добавьте холодную минеральную воду                                            
